X,Y,Name,description,timestamp,begin,end,altitudeMode,tessellate,extrude,visibility,drawOrder,icon,Organization_Formal_Name,Organization_Identifier,Monitoring_Location_Identifier,Monitoring_Location_Name,Monitoring_Location_Type_Name,Monitoring_Location_Description_Text,HUC_Eight_Digit_Code
-83.1420908,42.2127902,"DETROIT RIVER,TRENTON CHANNEL, AT RNGE 14.9W",,,,,,-1,-1,-1,,,Michigan Department of Environmental Quality,21MICH,21MICH-821331,"DETROIT RIVER,TRENTON CHANNEL, AT RNGE 14.9W",River/Stream,"DETROIT RIVER,TRENTON CHANNEL, AT RNGE 14.9W",04090004
-83.1398687,42.2125122,"DETROIT RIVER, TRENTON CHANNEL, AT RNGE 14.9W",,,,,,-1,-1,-1,,,Michigan Department of Environmental Quality,21MICH,21MICH-821332,"DETROIT RIVER, TRENTON CHANNEL, AT RNGE 14.9W",River/Stream,"DETROIT RIVER, TRENTON CHANNEL, AT RNGE 14.9W",04090004
-83.1357016,42.2164011,"DETROIT RIVER,TRENTON CHANNEL AT RNGE 15.2W",,,,,,-1,-1,-1,,,Michigan Department of Environmental Quality,21MICH,21MICH-821333,"DETROIT RIVER,TRENTON CHANNEL AT RNGE 15.2W",River/Stream,"DETROIT RIVER,TRENTON CHANNEL AT RNGE 15.2W",04090004
-83.1345906,42.2119572,"DETROIT RIVER,TRENTON CHANNEL AT RNGE 14.9W",,,,,,-1,-1,-1,,,Michigan Department of Environmental Quality,21MICH,21MICH-821334,"DETROIT RIVER,TRENTON CHANNEL AT RNGE 14.9W",River/Stream,"DETROIT RIVER,TRENTON CHANNEL AT RNGE 14.9W",04090004
-83.147369,42.233901,"DETROIT RIVER,TRENTON CHANNEL AT RNGE 16.5W",,,,,,-1,-1,-1,,,Michigan Department of Environmental Quality,21MICH,21MICH-821335,"DETROIT RIVER,TRENTON CHANNEL AT RNGE 16.5W",River/Stream,"DETROIT RIVER,TRENTON CHANNEL AT RNGE 16.5W",04090004
-83.1423679,42.2022353,"DETROIT RIVER,TRENTON CHANNEL AT RNGE 14.2W",,,,,,-1,-1,-1,,,Michigan Department of Environmental Quality,21MICH,21MICH-821336,"DETROIT RIVER,TRENTON CHANNEL AT RNGE 14.2W",River/Stream,"DETROIT RIVER,TRENTON CHANNEL AT RNGE 14.2W",04090004
-83.1395918,42.2014013,"DETROIT RIVER,TRENTON CHANNEL AT RNGE 14.2W",,,,,,-1,-1,-1,,,Michigan Department of Environmental Quality,21MICH,21MICH-821337,"DETROIT RIVER,TRENTON CHANNEL AT RNGE 14.2W",River/Stream,"DETROIT RIVER,TRENTON CHANNEL AT RNGE 14.2W",04090004
-83.1368137,42.2005683,"DETROIT RIVER,TRENTON CHANNEL AT RNGE 14.1W",,,,,,-1,-1,-1,,,Michigan Department of Environmental Quality,21MICH,21MICH-821338,"DETROIT RIVER,TRENTON CHANNEL AT RNGE 14.1W",River/Stream,"DETROIT RIVER,TRENTON CHANNEL AT RNGE 14.1W",04090004
-83.1565354,42.1825134,"DETROIT RIVER,TRENTON CHANNEL AT RNGE 12.5W",,,,,,-1,-1,-1,,,Michigan Department of Environmental Quality,21MICH,21MICH-821339,"DETROIT RIVER,TRENTON CHANNEL AT RNGE 12.5W",River/Stream,"DETROIT RIVER,TRENTON CHANNEL AT RNGE 12.5W",04090004
-83.1548693,42.1819574,"DETROIT RIVER,TRENTON CHANNEL AT RNGE 12.5W",,,,,,-1,-1,-1,,,Michigan Department of Environmental Quality,21MICH,21MICH-821340,"DETROIT RIVER,TRENTON CHANNEL AT RNGE 12.5W",River/Stream,"DETROIT RIVER,TRENTON CHANNEL AT RNGE 12.5W",04090004
-83.1654247,42.1719585,"DETROIT RIVER,TRENTON CHANNEL AT RNGE 11.8W",,,,,,-1,-1,-1,,,Michigan Department of Environmental Quality,21MICH,21MICH-821341,"DETROIT RIVER,TRENTON CHANNEL AT RNGE 11.8W",River/Stream,"DETROIT RIVER,TRENTON CHANNEL AT RNGE 11.8W",04090004
-83.1632026,42.1716795,"DETROIT RIVER,TRENTON CHANNEL AT RNGE 11.8W",,,,,,-1,-1,-1,,,Michigan Department of Environmental Quality,21MICH,21MICH-821342,"DETROIT RIVER,TRENTON CHANNEL AT RNGE 11.8W",River/Stream,"DETROIT RIVER,TRENTON CHANNEL AT RNGE 11.8W",04090004
-83.1645917,42.1652916,"DETROIT RIVER,TRENTON CHANNEL AT RNGE 11.3W",,,,,,-1,-1,-1,,,Michigan Department of Environmental Quality,21MICH,21MICH-821343,"DETROIT RIVER,TRENTON CHANNEL AT RNGE 11.3W",River/Stream,"DETROIT RIVER,TRENTON CHANNEL AT RNGE 11.3W",04090004
-83.1612576,42.1655686,"DETROIT RIVER,TRENTON CHANNEL AT RNGE 11.3W",,,,,,-1,-1,-1,,,Michigan Department of Environmental Quality,21MICH,21MICH-821344,"DETROIT RIVER,TRENTON CHANNEL AT RNGE 11.3W",River/Stream,"DETROIT RIVER,TRENTON CHANNEL AT RNGE 11.3W",04090004
-83.173204,42.1475137,"DETROIT RIVER,TRENTON CHANNEL AT RNGE 10.2W",,,,,,-1,-1,-1,,,Michigan Department of Environmental Quality,21MICH,21MICH-821345,"DETROIT RIVER,TRENTON CHANNEL AT RNGE 10.2W",River/Stream,"DETROIT RIVER,TRENTON CHANNEL AT RNGE 10.2W",04090004
-83.171536,42.1439017,"DETROIT RIVER,TRENTON CHANNEL AT RNGE 10.1W",,,,,,-1,-1,-1,,,Michigan Department of Environmental Quality,21MICH,21MICH-821346,"DETROIT RIVER,TRENTON CHANNEL AT RNGE 10.1W",River/Stream,"DETROIT RIVER,TRENTON CHANNEL AT RNGE 10.1W",04090004
-83.1704249,42.1430687,"DETROIT RIVER,TRENTON CHANNEL AT RNGE 10.1W",,,,,,-1,-1,-1,,,Michigan Department of Environmental Quality,21MICH,21MICH-821347,"DETROIT RIVER,TRENTON CHANNEL AT RNGE 10.1W",River/Stream,"DETROIT RIVER,TRENTON CHANNEL AT RNGE 10.1W",04090004
-83.1687589,42.1422357,"DETROIT RIVER,TRENTON CHANNEL AT RNGE 10.0W",,,,,,-1,-1,-1,,,Michigan Department of Environmental Quality,21MICH,21MICH-821348,"DETROIT RIVER,TRENTON CHANNEL AT RNGE 10.0W",River/Stream,"DETROIT RIVER,TRENTON CHANNEL AT RNGE 10.0W",04090004
-83.1759821,42.1341798,"DETROIT RIVER,TRENTON CHANNEL AT RNGE 9.1W",,,,,,-1,-1,-1,,,Michigan Department of Environmental Quality,21MICH,21MICH-821349,"DETROIT RIVER,TRENTON CHANNEL AT RNGE 9.1W",River/Stream,"DETROIT RIVER,TRENTON CHANNEL AT RNGE 9.1W",04090004
-83.1745931,42.1339018,"DETROIT RIVER,TRENTON CHANNEL AT RNGE 9.1W",,,,,,-1,-1,-1,,,Michigan Department of Environmental Quality,21MICH,21MICH-821350,"DETROIT RIVER,TRENTON CHANNEL AT RNGE 9.1W",River/Stream,"DETROIT RIVER,TRENTON CHANNEL AT RNGE 9.1W",04090004
-83.1737581,42.1339018,"DETROIT RIVER,TRENTON CHANNEL AT RNGE 9.1W",,,,,,-1,-1,-1,,,Michigan Department of Environmental Quality,21MICH,21MICH-821351,"DETROIT RIVER,TRENTON CHANNEL AT RNGE 9.1W",River/Stream,"DETROIT RIVER,TRENTON CHANNEL AT RNGE 9.1W",04090004
-83.172648,42.1336248,"DETROIT RIVER,TRENTON CHANNEL AT RNGE 9.1W",,,,,,-1,-1,-1,,,Michigan Department of Environmental Quality,21MICH,21MICH-821352,"DETROIT RIVER,TRENTON CHANNEL AT RNGE 9.1W",River/Stream,"DETROIT RIVER,TRENTON CHANNEL AT RNGE 9.1W",04090004
-83.170982,42.1311248,"DETROIT RIVER,TRENTON CHANNEL AT RNGE 9.1W",,,,,,-1,-1,-1,,,Michigan Department of Environmental Quality,21MICH,21MICH-821353,"DETROIT RIVER,TRENTON CHANNEL AT RNGE 9.1W",River/Stream,"DETROIT RIVER,TRENTON CHANNEL AT RNGE 9.1W",04090004
-83.1823704,42.116402,"DETROIT RIVER,TRENTON CHANNEL AT RNGE 8.0W",,,,,,-1,-1,-1,,,Michigan Department of Environmental Quality,21MICH,21MICH-821354,"DETROIT RIVER,TRENTON CHANNEL AT RNGE 8.0W",River/Stream,"DETROIT RIVER,TRENTON CHANNEL AT RNGE 8.0W",04090004
-83.1829264,42.113347,"DETROIT RIVER,TRENTON CHANNEL AT RNGE 7.7W",,,,,,-1,-1,-1,,,Michigan Department of Environmental Quality,21MICH,21MICH-821355,"DETROIT RIVER,TRENTON CHANNEL AT RNGE 7.7W",River/Stream,"DETROIT RIVER,TRENTON CHANNEL AT RNGE 7.7W",04090004
-83.1790363,42.113069,"DETROIT RIVER,TRENTON CHANNEL AT RNGE 7.7W",,,,,,-1,-1,-1,,,Michigan Department of Environmental Quality,21MICH,21MICH-821356,"DETROIT RIVER,TRENTON CHANNEL AT RNGE 7.7W",River/Stream,"DETROIT RIVER,TRENTON CHANNEL AT RNGE 7.7W",04090004
-83.1743141,42.113347,"DETROIT RIVER,TRENTON CHANNEL AT RNGE 7.7W",,,,,,-1,-1,-1,,,Michigan Department of Environmental Quality,21MICH,21MICH-821357,"DETROIT RIVER,TRENTON CHANNEL AT RNGE 7.7W",River/Stream,"DETROIT RIVER,TRENTON CHANNEL AT RNGE 7.7W",04090004
-83.1843155,42.107236,"DETROIT RIVER,TRENTON CHANNEL AT RNGE 7.3W",,,,,,-1,-1,-1,,,Michigan Department of Environmental Quality,21MICH,21MICH-821358,"DETROIT RIVER,TRENTON CHANNEL AT RNGE 7.3W",River/Stream,"DETROIT RIVER,TRENTON CHANNEL AT RNGE 7.3W",04090004
-83.1804253,42.105291,"DETROIT RIVER,TRENTON CHANNEL AT RNGE 7.2W",,,,,,-1,-1,-1,,,Michigan Department of Environmental Quality,21MICH,21MICH-821359,"DETROIT RIVER,TRENTON CHANNEL AT RNGE 7.2W",River/Stream,"DETROIT RIVER,TRENTON CHANNEL AT RNGE 7.2W",04090004
-83.1784813,42.105014,"DETROIT RIVER,TRENTON CHANNEL AT RNGE 7.2W",,,,,,-1,-1,-1,,,Michigan Department of Environmental Quality,21MICH,21MICH-821360,"DETROIT RIVER,TRENTON CHANNEL AT RNGE 7.2W",River/Stream,"DETROIT RIVER,TRENTON CHANNEL AT RNGE 7.2W",04090004
-83.1751472,42.1027921,"DETROIT RIVER,TRENTON CHANNEL AT RNGE 7.0W",,,,,,-1,-1,-1,,,Michigan Department of Environmental Quality,21MICH,21MICH-821361,"DETROIT RIVER,TRENTON CHANNEL AT RNGE 7.0W",River/Stream,"DETROIT RIVER,TRENTON CHANNEL AT RNGE 7.0W",04090004
-83.1870926,42.1019591,"DETROIT RIVER,TRENTON CHANNEL AT RNGE 6.9W",,,,,,-1,-1,-1,,,Michigan Department of Environmental Quality,21MICH,21MICH-821362,"DETROIT RIVER,TRENTON CHANNEL AT RNGE 6.9W",River/Stream,"DETROIT RIVER,TRENTON CHANNEL AT RNGE 6.9W",04090004
-83.1840365,42.0905692,"DETROIT RIVER,TRENTON CHANNEL AT RNGE 6.4W",,,,,,-1,-1,-1,,,Michigan Department of Environmental Quality,21MICH,21MICH-821363,"DETROIT RIVER,TRENTON CHANNEL AT RNGE 6.4W",River/Stream,"DETROIT RIVER,TRENTON CHANNEL AT RNGE 6.4W",04090004
-83.1795923,42.0902912,"DETROIT RIVER,TRENTON CHANNEL AT RNGE 6.4W",,,,,,-1,-1,-1,,,Michigan Department of Environmental Quality,21MICH,21MICH-821364,"DETROIT RIVER,TRENTON CHANNEL AT RNGE 6.4W",River/Stream,"DETROIT RIVER,TRENTON CHANNEL AT RNGE 6.4W",04090004
-83.1740372,42.0908481,"DETROIT RIVER,TRENTON CHANNEL AT RNGE 6.4W",,,,,,-1,-1,-1,,,Michigan Department of Environmental Quality,21MICH,21MICH-821365,"DETROIT RIVER,TRENTON CHANNEL AT RNGE 6.4W",River/Stream,"DETROIT RIVER,TRENTON CHANNEL AT RNGE 6.4W",04090004
-83.1770923,42.0880692,"DETROIT RIVER,TRENTON CHANNEL AT RNGE 6.3W",,,,,,-1,-1,-1,,,Michigan Department of Environmental Quality,21MICH,21MICH-821366,"DETROIT RIVER,TRENTON CHANNEL AT RNGE 6.3W",River/Stream,"DETROIT RIVER,TRENTON CHANNEL AT RNGE 6.3W",04090004
-83.1926488,42.0800132,"DETROIT RIVER,TRENTON CHANNEL AT RNGE 5.7W",,,,,,-1,-1,-1,,,Michigan Department of Environmental Quality,21MICH,21MICH-821367,"DETROIT RIVER,TRENTON CHANNEL AT RNGE 5.7W",River/Stream,"DETROIT RIVER,TRENTON CHANNEL AT RNGE 5.7W",04090004
-83.1873716,42.0750133,"DETROIT RIVER,TRENTON CHANNEL AT RNGE 5.4W",,,,,,-1,-1,-1,,,Michigan Department of Environmental Quality,21MICH,21MICH-821368,"DETROIT RIVER,TRENTON CHANNEL AT RNGE 5.4W",River/Stream,"DETROIT RIVER,TRENTON CHANNEL AT RNGE 5.4W",04090004
-83.1795924,42.0744593,"DETROIT RIVER,TRENTON CHANNEL AT RNGE 5.4W",,,,,,-1,-1,-1,,,Michigan Department of Environmental Quality,21MICH,21MICH-821369,"DETROIT RIVER,TRENTON CHANNEL AT RNGE 5.4W",River/Stream,"DETROIT RIVER,TRENTON CHANNEL AT RNGE 5.4W",04090004
-83.1773693,42.0741803,"DETROIT RIVER,TRENTON CHANNEL AT RNGE 5.3W",,,,,,-1,-1,-1,,,Michigan Department of Environmental Quality,21MICH,21MICH-821370,"DETROIT RIVER,TRENTON CHANNEL AT RNGE 5.3W",River/Stream,"DETROIT RIVER,TRENTON CHANNEL AT RNGE 5.3W",04090004
-83.16737,42.0727913,"DETROIT RIVER,TRENTON CHANNEL AT RNGE 5.2W",,,,,,-1,-1,-1,,,Michigan Department of Environmental Quality,21MICH,21MICH-821371,"DETROIT RIVER,TRENTON CHANNEL AT RNGE 5.2W",River/Stream,"DETROIT RIVER,TRENTON CHANNEL AT RNGE 5.2W",04090004
-83.1865376,42.0658474,"DETROIT RIVER,TRENTON CHANNEL AT RNGE 4.7W",,,,,,-1,-1,-1,,,Michigan Department of Environmental Quality,21MICH,21MICH-821372,"DETROIT RIVER,TRENTON CHANNEL AT RNGE 4.7W",River/Stream,"DETROIT RIVER,TRENTON CHANNEL AT RNGE 4.7W",04090004
-83.1895937,42.0641804,"DETROIT RIVER,TRENTON CHANNEL AT RNGE 4.7W",,,,,,-1,-1,-1,,,Michigan Department of Environmental Quality,21MICH,21MICH-821373,"DETROIT RIVER,TRENTON CHANNEL AT RNGE 4.7W",River/Stream,"DETROIT RIVER,TRENTON CHANNEL AT RNGE 4.7W",04090004
-83.1818145,42.0641804,"DETROIT RIVER,TRENTON CHANNEL AT RNGE 4.7W",,,,,,-1,-1,-1,,,Michigan Department of Environmental Quality,21MICH,21MICH-821374,"DETROIT RIVER,TRENTON CHANNEL AT RNGE 4.7W",River/Stream,"DETROIT RIVER,TRENTON CHANNEL AT RNGE 4.7W",04090004
-83.1745932,42.0641803,"DETROIT RIVER,TRENTON CHANNEL AT RNGE 4.7W",,,,,,-1,-1,-1,,,Michigan Department of Environmental Quality,21MICH,21MICH-821375,"DETROIT RIVER,TRENTON CHANNEL AT RNGE 4.7W",River/Stream,"DETROIT RIVER,TRENTON CHANNEL AT RNGE 4.7W",04090004
-83.1607028,42.0652913,"DETROIT RIVER,TRENTON CHANNEL AT RNGE 4.7W",,,,,,-1,-1,-1,,,Michigan Department of Environmental Quality,21MICH,21MICH-821376,"DETROIT RIVER,TRENTON CHANNEL AT RNGE 4.7W",River/Stream,"DETROIT RIVER,TRENTON CHANNEL AT RNGE 4.7W",04090004
-83.1854256,42.0514025,"DETROIT RIVER,TRENTON CHANNEL AT RNGE 3.7W",,,,,,-1,-1,-1,,,Michigan Department of Environmental Quality,21MICH,21MICH-821377,"DETROIT RIVER,TRENTON CHANNEL AT RNGE 3.7W",River/Stream,"DETROIT RIVER,TRENTON CHANNEL AT RNGE 3.7W",04090004
-83.1776484,42.0514025,"DETROIT RIVER,TRENTON CHANNEL AT RNGE 3.7W",,,,,,-1,-1,-1,,,Michigan Department of Environmental Quality,21MICH,21MICH-821378,"DETROIT RIVER,TRENTON CHANNEL AT RNGE 3.7W",River/Stream,"DETROIT RIVER,TRENTON CHANNEL AT RNGE 3.7W",04090004
-83.16737,42.0514024,"DETROIT RIVER,TRENTON CHANNEL AT RNGE 3.7W",,,,,,-1,-1,-1,,,Michigan Department of Environmental Quality,21MICH,21MICH-821379,"DETROIT RIVER,TRENTON CHANNEL AT RNGE 3.7W",River/Stream,"DETROIT RIVER,TRENTON CHANNEL AT RNGE 3.7W",04090004
-83.1648689,42.0514024,"DETROIT RIVER,TRENTON CHANNEL AT RNGE 3.7W",,,,,,-1,-1,-1,,,Michigan Department of Environmental Quality,21MICH,21MICH-821380,"DETROIT RIVER,TRENTON CHANNEL AT RNGE 3.7W",River/Stream,"DETROIT RIVER,TRENTON CHANNEL AT RNGE 3.7W",04090004
-83.1023663,42.2883456,"DETROIT RIVER,TRENTON CHANNEL AT RNGE 20.2W",,,,,,-1,-1,-1,,,Michigan Department of Environmental Quality,21MICH,21MICH-821381,"DETROIT RIVER,TRENTON CHANNEL AT RNGE 20.2W",River/Stream,"DETROIT RIVER,TRENTON CHANNEL AT RNGE 20.2W",04090004
-83.1182019,42.2455689,"DETROIT RIVER,TRENTON CHANNEL AT RNGE 17.5W",,,,,,-1,-1,-1,,,Michigan Department of Environmental Quality,21MICH,21MICH-821382,"DETROIT RIVER,TRENTON CHANNEL AT RNGE 17.5W",River/Stream,"DETROIT RIVER,TRENTON CHANNEL AT RNGE 17.5W",04090004
-83.1523695,42.0530694,"DETROIT RIVER,TRENTON CHANNEL AT RNGE 3.9W",,,,,,-1,-1,-1,,,Michigan Department of Environmental Quality,21MICH,21MICH-821383,"DETROIT RIVER,TRENTON CHANNEL AT RNGE 3.9W",River/Stream,"DETROIT RIVER,TRENTON CHANNEL AT RNGE 3.9W",04090004
-83.1443132,42.0536254,"DETROIT RIVER,TRENTON CHANNEL AT RNGE 3.9W",,,,,,-1,-1,-1,,,Michigan Department of Environmental Quality,21MICH,21MICH-821384,"DETROIT RIVER,TRENTON CHANNEL AT RNGE 3.9W",River/Stream,"DETROIT RIVER,TRENTON CHANNEL AT RNGE 3.9W",04090004
-83.1907037,42.0952921,"DETROIT RIVER,TRENTON CHANNEL AT RNGE 6.7W",,,,,,-1,-1,-1,,,Michigan Department of Environmental Quality,21MICH,21MICH-821385,"DETROIT RIVER,TRENTON CHANNEL AT RNGE 6.7W",River/Stream,"DETROIT RIVER,TRENTON CHANNEL AT RNGE 6.7W",04090004
-83.1762592,42.1239019,"DETROIT RIVER,TRENTON CHANNEL AT RNGE 8.5W",,,,,,-1,-1,-1,,,Michigan Department of Environmental Quality,21MICH,21MICH-821386,"DETROIT RIVER,TRENTON CHANNEL AT RNGE 8.5W",River/Stream,"DETROIT RIVER,TRENTON CHANNEL AT RNGE 8.5W",04090004
-83.1762592,42.1236249,"DETROIT RIVER,TRENTON CHANNEL AT RNGE 8.4W",,,,,,-1,-1,-1,,,Michigan Department of Environmental Quality,21MICH,21MICH-821387,"DETROIT RIVER,TRENTON CHANNEL AT RNGE 8.4W",River/Stream,"DETROIT RIVER,TRENTON CHANNEL AT RNGE 8.4W",04090004
-83.1762592,42.1233469,"DETROIT RIVER,TRENTON CHANNEL AT RNGE 8.4W",,,,,,-1,-1,-1,,,Michigan Department of Environmental Quality,21MICH,21MICH-821388,"DETROIT RIVER,TRENTON CHANNEL AT RNGE 8.4W",River/Stream,"DETROIT RIVER,TRENTON CHANNEL AT RNGE 8.4W",04090004
-83.1640357,42.1600126,"DETROIT RIVER,TRENTON CHANNEL AT RNGE 11.0W",,,,,,-1,-1,-1,,,Michigan Department of Environmental Quality,21MICH,21MICH-821389,"DETROIT RIVER,TRENTON CHANNEL AT RNGE 11.0W",River/Stream,"DETROIT RIVER,TRENTON CHANNEL AT RNGE 11.0W",04090004
-83.1607025,42.1711255,"DETROIT RIVER,TRENTON CHANNEL AT RNGE 11.8W",,,,,,-1,-1,-1,,,Michigan Department of Environmental Quality,21MICH,21MICH-821390,"DETROIT RIVER,TRENTON CHANNEL AT RNGE 11.8W",River/Stream,"DETROIT RIVER,TRENTON CHANNEL AT RNGE 11.8W",04090004
-83.1640356,42.1736245,"DETROIT RIVER,TRENTON CHANNEL AT RNGE 11.9W",,,,,,-1,-1,-1,,,Michigan Department of Environmental Quality,21MICH,21MICH-821391,"DETROIT RIVER,TRENTON CHANNEL AT RNGE 11.9W",River/Stream,"DETROIT RIVER,TRENTON CHANNEL AT RNGE 11.9W",04090004
-83.1515352,42.1808474,"DETROIT RIVER,TRENTON CHANNEL AT RNGE 12.4 W",,,,,,-1,-1,-1,,,Michigan Department of Environmental Quality,21MICH,21MICH-821392,"DETROIT RIVER,TRENTON CHANNEL AT RNGE 12.4 W",River/Stream,"DETROIT RIVER,TRENTON CHANNEL AT RNGE 12.4 W",04090004
-83.1490351,42.1961243,"DETROIT RIVER,TRENTON CHANNEL AT RNGE 13.5W",,,,,,-1,-1,-1,,,Michigan Department of Environmental Quality,21MICH,21MICH-821393,"DETROIT RIVER,TRENTON CHANNEL AT RNGE 13.5W",River/Stream,"DETROIT RIVER,TRENTON CHANNEL AT RNGE 13.5W",04090004
-83.1518132,42.1891794,"DETROIT RIVER,TRENTON CHANNEL AT RNGE 13.0W",,,,,,-1,-1,-1,,,Michigan Department of Environmental Quality,21MICH,21MICH-821394,"DETROIT RIVER,TRENTON CHANNEL AT RNGE 13.0W",River/Stream,"DETROIT RIVER,TRENTON CHANNEL AT RNGE 13.0W",04090004
-83.146257,42.2050122,"DETROIT RIVER,TRENTON CHANNEL AT RNGE 14.4W",,,,,,-1,-1,-1,,,Michigan Department of Environmental Quality,21MICH,21MICH-821395,"DETROIT RIVER,TRENTON CHANNEL AT RNGE 14.4W",River/Stream,"DETROIT RIVER,TRENTON CHANNEL AT RNGE 14.4W",04090004
-83.0979222,42.2875116,"DETROIT RIVER,TRENTON CHANNEL AT RNGE 20.2 W",,,,,,-1,-1,-1,,,Michigan Department of Environmental Quality,21MICH,21MICH-821396,"DETROIT RIVER,TRENTON CHANNEL AT RNGE 20.2 W",River/Stream,"DETROIT RIVER,TRENTON CHANNEL AT RNGE 20.2 W",04090004
-83.1265343,42.230568,"DETROIT RIVER,TRENTON CHANNEL AT RNGE 16.2W",,,,,,-1,-1,-1,,,Michigan Department of Environmental Quality,21MICH,21MICH-821397,"DETROIT RIVER,TRENTON CHANNEL AT RNGE 16.2W",River/Stream,"DETROIT RIVER,TRENTON CHANNEL AT RNGE 16.2W",04090004
-83.1251453,42.2116792,"DETROIT RIVER,TRENTON CHANNEL AT RNGE 14.9 W",,,,,,-1,-1,-1,,,Michigan Department of Environmental Quality,21MICH,21MICH-821398,"DETROIT RIVER,TRENTON CHANNEL AT RNGE 14.9 W",River/Stream,"DETROIT RIVER,TRENTON CHANNEL AT RNGE 14.9 W",04090004
-83.1226461,42.2427899,"DETROIT RIVER,TRENTON CHANNEL AT RNGE 17.4 W",,,,,,-1,-1,-1,,,Michigan Department of Environmental Quality,21MICH,21MICH-821399,"DETROIT RIVER,TRENTON CHANNEL AT RNGE 17.4 W",River/Stream,"DETROIT RIVER,TRENTON CHANNEL AT RNGE 17.4 W",04090004
-83.3920718,42.4258449,"BELL BRANCH AT 7 MI ROAD, LIVONIA TOWNSHIP, SECT 9",,,,,,-1,-1,-1,,,Michigan Department of Environmental Quality,21MICH,21MICH-821402,"BELL BRANCH AT 7 MI ROAD, LIVONIA TOWNSHIP, SECT 9",River/Stream,"BELL BRANCH AT 7 MI ROAD, LIVONIA TOWNSHIP, SECT 9",04090004
-83.4779908,42.425567,"JOHNSON DRAIN AT SHELDON ROAD, NORVILLE, SECT. 3",,,,,,-1,-1,-1,,,Michigan Department of Environmental Quality,21MICH,21MICH-821403,"JOHNSON DRAIN AT SHELDON ROAD, NORVILLE, SECT. 3",River/Stream,"JOHNSON DRAIN AT SHELDON ROAD, NORVILLE, SECT. 3",04090004
-83.443767,42.2147355,"BELLEVILLE LAKE IN EAST BASIN; VAN BUREN TOWNSHIP SEC24",,,,,,-1,-1,-1,,,Michigan Department of Environmental Quality,21MICH,21MICH-821409,"BELLEVILLE LAKE IN EAST BASIN; VAN BUREN TOWNSHIP SEC24",Lake,"BELLEVILLE LAKE IN EAST BASIN; VAN BUREN TOWNSHIP SEC24",04090005
-83.4346007,42.2105685,HURON RIVER AT HURON RIVER DR. VAN BUREN TOWNSHIP. SEC.24,,,,,,-1,-1,-1,,,Michigan Department of Environmental Quality,21MICH,21MICH-821410,HURON RIVER AT HURON RIVER DR. VAN BUREN TOWNSHIP. SEC.24,River/Stream,HURON RIVER AT HURON RIVER DR. VAN BUREN TOWNSHIP. SEC.24,04090005
-83.30793,42.4133449,"UPPER ROUGE RIVER AT 6 MI ROAD; REDFORD TOWNSHIP; T1SR10ES7",,,,,,-1,-1,-1,,,Michigan Department of Environmental Quality,21MICH,21MICH-821412,"UPPER ROUGE RIVER AT 6 MI ROAD; REDFORD TOWNSHIP; T1SR10ES7",River/Stream,"UPPER ROUGE RIVER AT 6 MI ROAD; REDFORD TOWNSHIP; T1SR10ES7",04090004
-83.2147273,42.1842995,"FRANK AND POET DRAIN AT PENNSYLVANIA ROAD; T03S R10E S36",,,,,,-1,-1,-1,,,Michigan Department of Environmental Quality,21MICH,21MICH-821413,"FRANK AND POET DRAIN AT PENNSYLVANIA ROAD; T03S R10E S36",River/Stream,"FRANK AND POET DRAIN AT PENNSYLVANIA ROAD; T03S R10E S36",04090004
-83.505177,42.2834491,"LOWER ROUGE RIVER AT BECK ROAD NORTH; T02S R08E S28",,,,,,-1,-1,-1,,,Michigan Department of Environmental Quality,21MICH,21MICH-821414,"LOWER ROUGE RIVER AT BECK ROAD NORTH; T02S R08E S28",River/Stream,"LOWER ROUGE RIVER AT BECK ROAD NORTH; T02S R08E S28",04090004
-83.5001468,42.2820991,"LOWER ROUGE RIVER AT BECK ROAD SOUTH; T02S R08E S28",,,,,,-1,-1,-1,,,Michigan Department of Environmental Quality,21MICH,21MICH-821415,"LOWER ROUGE RIVER AT BECK ROAD SOUTH; T02S R08E S28",River/Stream,"LOWER ROUGE RIVER AT BECK ROAD SOUTH; T02S R08E S28",04090004
-83.4798958,42.425868,"JOHNSON DRAIN AT NORTHVILLE DOWNS AT HINES DRIVE; T01S R08E",,,,,,-1,-1,-1,,,Michigan Department of Environmental Quality,21MICH,21MICH-821416,"JOHNSON DRAIN AT NORTHVILLE DOWNS AT HINES DRIVE; T01S R08E",River/Stream,"JOHNSON DRAIN AT NORTHVILLE DOWNS AT HINES DRIVE; T01S R08E S03",04090004
-83.4816559,42.425718,"JOHNSON DRAIN AT HATCHERY PARK, 7 MILE ROAD; T01S R08E S03",,,,,,-1,-1,-1,,,Michigan Department of Environmental Quality,21MICH,21MICH-821417,"JOHNSON DRAIN AT HATCHERY PARK, 7 MILE ROAD; T01S R08E S03",River/Stream,"JOHNSON DRAIN AT HATCHERY PARK, 7 MILE ROAD; T01S R08E S03",04090004
-83.5163771,42.4085182,"JOHNSON DRAIN AT 6 MILE ROAD; T01S R08E S17",,,,,,-1,-1,-1,,,Michigan Department of Environmental Quality,21MICH,21MICH-821418,"JOHNSON DRAIN AT 6 MILE ROAD; T01S R08E S17",River/Stream,"JOHNSON DRAIN AT 6 MILE ROAD; T01S R08E S17",04090004
