"","MonitoringLocationIdentifier","Avg","Max","LatestSample","totalSamples","X","Y","Name","description","timestamp","begin","end","altitudeMode","tessellate","extrude","visibility","drawOrder","icon","Organization_Formal_Name","Organization_Identifier","Monitoring_Location_Name","Monitoring_Location_Type_Name","Monitoring_Location_Description_Text","HUC_Eight_Digit_Code"
"88","USGS-420410086121400",18,18,1978-06-21,1,-86.203906,42.0694874,"4CROOKED LAKE, SITE 2, AT SISTER LAKES, MI",NA,NA,NA,NA,NA,-1,-1,-1,NA,NA,"USGS Michigan Water Science Center","USGS-MI","4CROOKED LAKE, SITE 2, AT SISTER LAKES, MI","Lake, Reservoir, Impoundment","",4050001
"89","USGS-420421086122100",17,17,1978-06-21,1,-86.2058506,42.0725429,"4CROOKED LAKE, SITE 3, AT SISTER LAKES, MI",NA,NA,NA,NA,NA,-1,-1,-1,NA,NA,"USGS Michigan Water Science Center","USGS-MI","4CROOKED LAKE, SITE 3, AT SISTER LAKES, MI","Lake, Reservoir, Impoundment","",4050001
"90","USGS-420447086125500",2,2,1978-06-20,1,-86.2152956,42.0797648,"4ROUND LAKE, SITE 2, AT SISTER LAKES, MI",NA,NA,NA,NA,NA,-1,-1,-1,NA,NA,"USGS Michigan Water Science Center","USGS-MI","4ROUND LAKE, SITE 2, AT SISTER LAKES, MI","Lake, Reservoir, Impoundment","",4050001
"91","USGS-420453086122500",1,1,1978-06-20,1,-86.206962,42.0814314,"4ROUND LAKE, SITE 3, AT SISTER LAKES, MI",NA,NA,NA,NA,NA,-1,-1,-1,NA,NA,"USGS Michigan Water Science Center","USGS-MI","4ROUND LAKE, SITE 3, AT SISTER LAKES, MI","Lake, Reservoir, Impoundment","",4050001
"92","USGS-421005085584000",14,14,1978-06-22,1,-85.9777929,42.1680962,"4EAGLE LAKE, SITE 3, NEAR DECATUR, MI",NA,NA,NA,NA,NA,-1,-1,-1,NA,NA,"USGS Michigan Water Science Center","USGS-MI","4EAGLE LAKE, SITE 3, NEAR DECATUR, MI","Lake, Reservoir, Impoundment","",4050001
"93","USGS-421020085583500",58,58,1978-06-22,1,-85.9764041,42.1722628,"4EAGLE LAKE, SITE 2, NEAR DECATUR, MI",NA,NA,NA,NA,NA,-1,-1,-1,NA,NA,"USGS Michigan Water Science Center","USGS-MI","4EAGLE LAKE, SITE 2, NEAR DECATUR, MI","Lake, Reservoir, Impoundment","",4050001
"94","USGS-421426085544701",36,36,1976-06-30,1,-85.9130709,42.2405942,"BROWNWOOD LAKE, SITE 1, NR PAW PAW, MI",NA,NA,NA,NA,NA,-1,-1,-1,NA,NA,"USGS Michigan Water Science Center","USGS-MI","BROWNWOOD LAKE, SITE 1, NR PAW PAW, MI","Lake, Reservoir, Impoundment","",4050001
"95","USGS-421433085544201",20,20,1976-06-30,1,-85.911682,42.2425386,"BROWNWOOD LAKE, SITE 2, NR PAW PAW, MI",NA,NA,NA,NA,NA,-1,-1,-1,NA,NA,"USGS Michigan Water Science Center","USGS-MI","BROWNWOOD LAKE, SITE 2, NR PAW PAW, MI","Lake, Reservoir, Impoundment","",4050001
"96","USGS-442621083241202",5,5,1980-07-14,1,-83.4033042,44.4391821,"24N 09E 36AAAB 02",NA,NA,NA,NA,NA,-1,-1,-1,NA,NA,"USGS Michigan Water Science Center","USGS-MI","24N 09E 36AAAB 02","Well","",4070007
"97","USGS-442639083233701",1,1,1980-07-16,1,-83.3935816,44.4441821,"24N 09E 30CACA 01",NA,NA,NA,NA,NA,-1,-1,-1,NA,NA,"USGS Michigan Water Science Center","USGS-MI","24N 09E 30CACA 01","Well","",4070007
"98","USGS-442649083205501",1,1,1980-07-15,1,-83.3485797,44.4469597,"24N 09E 28ACCC 01 (A)",NA,NA,NA,NA,NA,-1,-1,-1,NA,NA,"USGS Michigan Water Science Center","USGS-MI","24N 09E 28ACCC 01 (A)","Well","",4070007
"99","USGS-442649083220701",3,3,1980-07-15,1,-83.3685806,44.4469598,"24N 09E 29ACCD 01",NA,NA,NA,NA,NA,-1,-1,-1,NA,NA,"USGS Michigan Water Science Center","USGS-MI","24N 09E 29ACCD 01","Well","",4070003
"100","USGS-442702083225701",1,1,1980-07-16,1,-83.38247,44.4505709,"24N 09E 30AADC 01",NA,NA,NA,NA,NA,-1,-1,-1,NA,NA,"USGS Michigan Water Science Center","USGS-MI","24N 09E 30AADC 01","Well","",4070007
"101","USGS-442713083212902",1,1,1980-07-15,1,-83.3580246,44.4536263,"24N 09E 28BBBA 02",NA,NA,NA,NA,NA,-1,-1,-1,NA,NA,"USGS Michigan Water Science Center","USGS-MI","24N 09E 28BBBA 02","Well","",4070007
"102","USGS-442804083221402",11,11,1980-07-14,1,-83.3705252,44.4677929,"24N 09E 20BAAA 02",NA,NA,NA,NA,NA,-1,-1,-1,NA,NA,"USGS Michigan Water Science Center","USGS-MI","24N 09E 20BAAA 02","Well","",4070007
"103","USGS-442820083225702",10,10,1980-07-15,1,-83.3824701,44.4722373,"24N 09E 18DADC 02",NA,NA,NA,NA,NA,-1,-1,-1,NA,NA,"USGS Michigan Water Science Center","USGS-MI","24N 09E 18DADC 02","Well","",4070007
"104","USGS-445331085564501",11,11,1979-08-17,1,-85.9959253,44.8608296,"GLEN LAKE NEAR GLEN ARBOR, MI",NA,NA,NA,NA,NA,-1,-1,-1,NA,NA,"USGS Michigan Water Science Center","USGS-MI","GLEN LAKE NEAR GLEN ARBOR, MI","Lake, Reservoir, Impoundment","",4060104
"105","USGS-455907086185401",287.75,1100,1978-08-09,4,-86.3151449,45.985249,"INDIAN LAKE NR. MANISTIQUE, SITE 1, MI",NA,NA,NA,NA,NA,-1,-1,-1,NA,NA,"USGS Michigan Water Science Center","USGS-MI","INDIAN LAKE NR. MANISTIQUE, SITE 1, MI","Lake, Reservoir, Impoundment","",4060106
"106","USGS-463145086270501",10,10,1979-08-30,1,-86.4515537,46.5291191,"CHAPEL L NR MELSTRAND MI",NA,NA,NA,NA,NA,-1,-1,-1,NA,NA,"USGS Michigan Water Science Center","USGS-MI","CHAPEL L NR MELSTRAND MI","Lake, Reservoir, Impoundment","",4020201
"107","USGS-463400086202001",12.5,20,1981-10-20,2,-86.339054,46.566625,"BEAVER L NR MELSTRAND MI",NA,NA,NA,NA,NA,-1,-1,-1,NA,NA,"USGS Michigan Water Science Center","USGS-MI","BEAVER L NR MELSTRAND MI","Lake, Reservoir, Impoundment","",4020201
"108","USGS-463503086132501",5,6,1981-10-20,2,-86.2237762,46.5841315,"KINGSTON L NR GRAND MARAIS MI",NA,NA,NA,NA,NA,-1,-1,-1,NA,NA,"USGS Michigan Water Science Center","USGS-MI","KINGSTON L NR GRAND MARAIS MI","Lake, Reservoir, Impoundment","",4020201
"109","USGS-463813086023001",4.5,6,1980-05-08,2,-86.0418313,46.6369202,"GRAND SABLE L NR GRAND MARAIS MI",NA,NA,NA,NA,NA,-1,-1,-1,NA,NA,"USGS Michigan Water Science Center","USGS-MI","GRAND SABLE L NR GRAND MARAIS MI","Lake, Reservoir, Impoundment","",4020201
"110","USGS-464912088285401",33,33,1991-08-21,1,-88.4817959,46.8199315,"ASSININS WETLAND (POND 3) AT ASSININS, MI",NA,NA,NA,NA,NA,-1,-1,-1,NA,NA,"USGS Michigan Water Science Center","USGS-MI","ASSININS WETLAND (POND 3) AT ASSININS, MI","Lake, Reservoir, Impoundment","",4020105
