OrganizationIdentifier,OrganizationFormalName,ActivityIdentifier,ActivityTypeCode,ActivityMediaName,ActivityMediaSubdivisionName,ActivityStartDate,ActivityStartTime/Time,ActivityStartTime/TimeZoneCode,ActivityEndDate,ActivityEndTime/Time,ActivityEndTime/TimeZoneCode,ActivityRelativeDepthName,ActivityDepthHeightMeasure/MeasureValue,ActivityDepthHeightMeasure/MeasureUnitCode,ActivityDepthAltitudeReferencePointText,ActivityTopDepthHeightMeasure/MeasureValue,ActivityTopDepthHeightMeasure/MeasureUnitCode,ActivityBottomDepthHeightMeasure/MeasureValue,ActivityBottomDepthHeightMeasure/MeasureUnitCode,ProjectIdentifier,ActivityConductingOrganizationText,MonitoringLocationIdentifier,ActivityCommentText,SampleAquifer,HydrologicCondition,HydrologicEvent,ActivityLocation/LatitudeMeasure,ActivityLocation/LongitudeMeasure,ActivityLocation/SourceMapScaleNumeric,ActivityLocation/HorizontalAccuracyMeasure/MeasureValue,ActivityLocation/HorizontalAccuracyMeasure/MeasureUnitCode,ActivityLocation/HorizontalCollectionMethodName,ActivityLocation/HorizontalCoordinateReferenceSystemDatumName,AssemblageSampledName,CollectionDuration/MeasureValue,CollectionDuration/MeasureUnitCode,SamplingComponentName,SamplingComponentPlaceInSeriesNumeric,ReachLengthMeasure/MeasureValue,ReachLengthMeasure/MeasureUnitCode,ReachWidthMeasure/MeasureValue,ReachWidthMeasure/MeasureUnitCode,PassCount,NetTypeName,NetSurfaceAreaMeasure/MeasureValue,NetSurfaceAreaMeasure/MeasureUnitCode,NetMeshSizeMeasure/MeasureValue,NetMeshSizeMeasure/MeasureUnitCode,BoatSpeedMeasure/MeasureValue,BoatSpeedMeasure/MeasureUnitCode,CurrentSpeedMeasure/MeasureValue,CurrentSpeedMeasure/MeasureUnitCode,ToxicityTestType,SampleCollectionMethod/MethodIdentifier,SampleCollectionMethod/MethodIdentifierContext,SampleCollectionMethod/MethodName,SampleCollectionMethod/MethodQualifierTypeName,SampleCollectionMethod/MethodDescriptionText,SampleCollectionEquipmentName,SampleCollectionMethod/SampleCollectionEquipmentCommentText,SamplePreparationMethod/MethodIdentifier,SamplePreparationMethod/MethodIdentifierContext,SamplePreparationMethod/MethodName,SamplePreparationMethod/MethodQualifierTypeName,SamplePreparationMethod/MethodDescriptionText,SampleContainerTypeName,SampleContainerColorName,ChemicalPreservativeUsedName,ThermalPreservativeUsedName,SampleTransportStorageDescription,DataLoggerLine,ResultDetectionConditionText,MethodSpecificationName,CharacteristicName,ResultSampleFractionText,ResultMeasureValue,ResultMeasure/MeasureUnitCode,MeasureQualifierCode,ResultStatusIdentifier,StatisticalBaseCode,ResultValueTypeName,ResultWeightBasisText,ResultTimeBasisText,ResultTemperatureBasisText,ResultParticleSizeBasisText,PrecisionValue,DataQuality/BiasValue,ConfidenceIntervalValue,UpperConfidenceLimitValue,LowerConfidenceLimitValue,ResultCommentText,USGSPCode,ResultDepthHeightMeasure/MeasureValue,ResultDepthHeightMeasure/MeasureUnitCode,ResultDepthAltitudeReferencePointText,ResultSamplingPointName,BiologicalIntentName,BiologicalIndividualIdentifier,SubjectTaxonomicName,UnidentifiedSpeciesIdentifier,SampleTissueAnatomyName,GroupSummaryCountWeight/MeasureValue,GroupSummaryCountWeight/MeasureUnitCode,CellFormName,CellShapeName,HabitName,VoltismName,TaxonomicPollutionTolerance,TaxonomicPollutionToleranceScaleText,TrophicLevelName,FunctionalFeedingGroupName,TaxonomicDetailsCitation/ResourceTitleName,TaxonomicDetailsCitation/ResourceCreatorName,TaxonomicDetailsCitation/ResourceSubjectText,TaxonomicDetailsCitation/ResourcePublisherName,TaxonomicDetailsCitation/ResourceDate,TaxonomicDetailsCitation/ResourceIdentifier,FrequencyClassDescriptorCode,FrequencyClassDescriptorUnitCode,LowerClassBoundValue,UpperClassBoundValue,ResultAnalyticalMethod/MethodIdentifier,ResultAnalyticalMethod/MethodIdentifierContext,ResultAnalyticalMethod/MethodName,ResultAnalyticalMethod/MethodQualifierTypeName,MethodDescriptionText,LaboratoryName,AnalysisStartDate,AnalysisStartTime/Time,AnalysisStartTime/TimeZoneCode,AnalysisEndDate,AnalysisEndTime/Time,AnalysisEndTime/TimeZoneCode,ResultLaboratoryCommentCode,ResultLaboratoryCommentText,DetectionQuantitationLimitTypeName,DetectionQuantitationLimitMeasure/MeasureValue,DetectionQuantitationLimitMeasure/MeasureUnitCode,LaboratoryAccreditationIndicator,LaboratoryAccreditationAuthorityName,TaxonomistAccreditationIndicator,TaxonomistAccreditationAuthorityName,LabSamplePreparationMethod/MethodIdentifier,LabSamplePreparationMethod/MethodIdentifierContext,LabSamplePreparationMethod/MethodName,LabSamplePreparationMethod/MethodQualifierTypeName,LabSamplePreparationMethod/MethodDescriptionText,PreparationStartDate,PreparationStartTime/Time,PreparationStartTime/TimeZoneCode,PreparationEndDate,PreparationEndTime/Time,PreparationEndTime/TimeZoneCode,SubstitutionDilutionFactorNumeric,ProviderName
USGS-MI,USGS Michigan Water Science Center,nwismi.01.99200154,Sample-Routine,Water,Surface Water,1992-03-25,15:30:00,EST,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-04159130,,,Not determined,Routine sample,,,,,,,,,,,,,,,,,,,,,,,,,,,,USGS,USGS,USGS,,,Unknown,,,,,,,,,,,,,,,Fecal coliforms,,2,cfu/100ml,,Historical,,Estimated,,,,,,,,,,,31625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,counts outside acceptable range.,,,,,,,,,,,,,,,,,,,,NWIS
USGS-MI,USGS Michigan Water Science Center,nwismi.01.99200297,Sample-Routine,Water,Surface Water,1992-09-23,09:30:00,EST,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-04165500,,,Rising stage,Routine sample,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,USGS parameter code 82398,Equal discharge increment (edi),,,"Sampler, US D-74AL",,,,,,,,,,,,,,,Fecal coliforms,,520,cfu/100ml,,Historical,,Actual,,,,,,,,,,,31625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-MI,USGS Michigan Water Science Center,nwismi.01.99200237,Sample-Routine,Water,Surface Water,1992-07-08,11:45:00,EST,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-04165500,,,Falling stage,Routine sample,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,USGS parameter code 82398,Equal discharge increment (edi),,,"Sampler, US D-74",,,,,,,,,,,,,,,Fecal coliforms,,380,cfu/100ml,,Historical,,Actual,,,,,,,,,,,31625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-MI,USGS Michigan Water Science Center,nwismi.01.99200155,Sample-Routine,Water,Surface Water,1992-03-26,14:00:00,EST,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-04165500,,,Falling stage,Routine sample,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,USGS parameter code 82398,Equal discharge increment (edi),,,"Sampler, US D-74",,,,,,,,,,,,,,,Fecal coliforms,,150,cfu/100ml,,Historical,,Estimated,,,,,,,,,,,31625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,counts outside acceptable range.,,,,,,,,,,,,,,,,,,,,NWIS
USGS-MI,USGS Michigan Water Science Center,nwismi.01.99300013,Sample-Routine,Water,Surface Water,1992-12-03,12:35:00,EST,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-04165500,,,Rising stage,Routine sample,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,USGS parameter code 82398,Equal discharge increment (edi),,,"Sampler, US D-74AL",,,,,,,,,,,,,,,Fecal coliforms,,92,cfu/100ml,,Historical,,Actual,,,,,,,,,,,31625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-MI,USGS Michigan Water Science Center,nwismi.01.99300014,Sample-Routine,Water,Surface Water,1992-12-02,12:15:00,EST,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-04176500,,,"Stable, normal stage",Routine sample,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,USGS parameter code 82398,Equal discharge increment (edi),,,"Sampler, US D-74AL",,,,,,,,,,,,,,,Fecal coliforms,,150,cfu/100ml,,Historical,,Actual,,,,,,,,,,,31625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-MI,USGS Michigan Water Science Center,nwismi.01.99200298,Sample-Routine,Water,Surface Water,1992-09-24,09:00:00,EST,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-04176500,,,Falling stage,Routine sample,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,USGS parameter code 82398,Equal discharge increment (edi),,,"Sampler, US D-74AL",,,,,,,,,,,,,,,Fecal coliforms,,120,cfu/100ml,,Historical,,Estimated,,,,,,,,,,,31625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,counts outside acceptable range.,,,,,,,,,,,,,,,,,,,,NWIS
USGS-MI,USGS Michigan Water Science Center,nwismi.01.99200235,Sample-Routine,Water,Surface Water,1992-07-09,10:00:00,EST,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-04176500,NO2-D&T NH3-D&T PO4-D&T RR  VALUES D,,Falling stage,Routine sample,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,USGS parameter code 82398,Equal width increment (ewi),,,"Sampler, US DH-48",,,,,,,,,,,,,,,Fecal coliforms,,500,cfu/100ml,,Historical,,Actual,,,,,,,,,,,31625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-MI,USGS Michigan Water Science Center,nwismi.01.99200156,Sample-Routine,Water,Surface Water,1992-03-27,12:00:00,EST,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-04176500,ANIONS RR  VALUES DUP'ED  BALANCES W,,Falling stage,Routine sample,,,,,,,,,,,,,,,,,,,,,,,,,,,,USGS,USGS,USGS,,,Unknown,,,,,,,,,,,,,,,Fecal coliforms,,460,cfu/100ml,,Historical,,Actual,,,,,,,,,,,31625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-MI,USGS Michigan Water Science Center,nwismi.01.99300004,Sample-Routine,Water,Surface Water,1992-10-06,10:30:00,EDT,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-04156100,,,"Stable, normal stage",Routine sample,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,USGS parameter code 82398,Equal width increment (ewi),,,US DH-81,,,,,,,,,,,,,,,Fecal coliforms,,32,cfu/100ml,,Historical,,Estimated,,,,,,,,,,,31625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,counts outside acceptable range.,,,,,,,,,,,,,,,,,,,,NWIS
USGS-MI,USGS Michigan Water Science Center,nwismi.01.99300017,Sample-Routine,Water,Surface Water,1992-12-09,11:00:00,EST,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-04156100,,,"Stable, normal stage",Routine sample,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,USGS parameter code 82398,Equal discharge increment (edi),,,US D-74 TM,,,,,,,,,,,,,,,Fecal coliforms,,42,cfu/100ml,,Historical,,Actual,,,,,,,,,,,31625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-MI,USGS Michigan Water Science Center,nwismi.01.99200212,Sample-Routine,Water,Surface Water,1992-05-20,11:30:00,EDT,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-04156100,,,Rising stage,Routine sample,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,USGS parameter code 82398,Equal discharge increment (edi),,,"Sampler, US D-49",,,,,,,,,,,,,,,Fecal coliforms,,72,cfu/100ml,,Historical,,Estimated,,,,,,,,,,,31625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,counts outside acceptable range.,,,,,,,,,,,,,,,,,,,,NWIS
USGS-MI,USGS Michigan Water Science Center,nwismi.01.99200150,Sample-Routine,Water,Surface Water,1992-03-18,11:30:00,EST,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-04156100,,,Rising stage,Regulated flow,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,USGS parameter code 82398,Equal discharge increment (edi),,,"Sampler, US DH-59",,,,,,,,,,,,,,,Fecal coliforms,,24,cfu/100ml,,Historical,,Estimated,,,,,,,,,,,31625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,counts outside acceptable range.,,,,,,,,,,,,,,,,,,,,NWIS
USGS-MI,USGS Michigan Water Science Center,nwismi.01.99200276,Sample-Routine,Water,Surface Water,1992-08-13,12:00:00,EDT,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-04156100,,,Not determined,Routine sample,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,USGS parameter code 82398,Equal width increment (ewi),,,US DH-76 TM with Teflon gasket and nozzle,,,,,,,,,,,,,,,Fecal coliforms,,160,cfu/100ml,,Historical,,Actual,,,,,,,,,,,31625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-MI,USGS Michigan Water Science Center,nwismi.01.99200122,Sample-Routine,Water,Surface Water,1992-01-09,11:30:00,EST,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-04156100,,,"Stable, normal stage",Routine sample,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,USGS parameter code 82398,Equal discharge increment (edi),,,"Sampler, US DH-59",,,,,,,,,,,,,,,Fecal coliforms,,120,cfu/100ml,,Historical,,Actual,,,,,,,,,,,31625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-MI,USGS Michigan Water Science Center,nwismi.01.99200221,Sample-Routine,Water,Surface Water,1992-06-18,11:30:00,EDT,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-04156100,,,"Stable, normal stage",Routine sample,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,USGS parameter code 82398,Equal width increment (ewi),,,Other,,,,,,,,,,,,,,,Fecal coliforms,,2400,cfu/100ml,,Historical,,Estimated,,,,,,,,,,,31625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BAC33,USGS,"Fecal coliform, M-FC MF (0.7um)",,,,,,,,,,,counts outside acceptable range.,,,,,,,,,,,,,,,,,,,,NWIS
USGS-MI,USGS Michigan Water Science Center,nwismi.01.99700361,Sample-Routine,Water,Surface Water,1997-08-06,11:00:00,EST,,,,,,,,,,,,National Water Quality Assessment Program (NAWQA),U.S. Geological Survey-Water Resources Discipline,USGS-04161820,,,"Stable, normal stage",Routine sample,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,USGS parameter code 82398,Equal width increment (ewi),,,US DH-81 with Teflon cap and nozzle,,,,,,,,,,,,,,,Fecal coliforms,,210,cfu/100ml,,Accepted,,Actual,,,,,,,,,,,31625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-MI,USGS Michigan Water Science Center,nwismi.01.99700356,Sample-Routine,Water,Surface Water,1997-07-17,10:50:00,EST,,,,,,,,,,,,National Water Quality Assessment Program (NAWQA),U.S. Geological Survey-Water Resources Discipline,USGS-04161820,,,"Stable, normal stage",Routine sample,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,USGS parameter code 82398,Equal width increment (ewi),,,US DH-81 with Teflon cap and nozzle,,,,,,,,,,,,,,,Fecal coliforms,,300,cfu/100ml,,Accepted,,Actual,,,,,,,,,,,31625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-MI,USGS Michigan Water Science Center,nwismi.01.99700461,Sample-Routine,Water,Surface Water,1997-09-04,11:20:00,EST,,,,,,,,,,,,National Water Quality Assessment Program (NAWQA),U.S. Geological Survey-Water Resources Discipline,USGS-04161820,,,"Stable, low stage",Routine sample,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,USGS parameter code 82398,Equal width increment (ewi),,,US DH-81 with Teflon cap and nozzle,,,,,,,,,,,,,,,Fecal coliforms,,210,cfu/100ml,,Accepted,,Actual,,,,,,,,,,,31625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-MI,USGS Michigan Water Science Center,nwismi.01.99800028,Sample-Routine,Water,Surface Water,1997-10-30,13:00:00,EST,,,,,,,,,,,,National Water Quality Assessment Program (NAWQA),U.S. Geological Survey-Water Resources Discipline,USGS-04161820,,,"Stable, normal stage",Routine sample,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,USGS parameter code 82398,Equal width increment (ewi),,,US DH-81 with Teflon cap and nozzle,,,,,,,,,,,,,,,Fecal coliforms,,110,cfu/100ml,,Accepted,,Actual,,,,,,,,,,,31625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-MI,USGS Michigan Water Science Center,nwismi.01.99700364,Sample-Routine,Water,Surface Water,1997-08-20,11:00:00,EST,,,,,,,,,,,,National Water Quality Assessment Program (NAWQA),U.S. Geological Survey-Water Resources Discipline,USGS-04161820,,,Falling stage,Routine sample,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,USGS parameter code 82398,Equal width increment (ewi),,,US DH-81 with Teflon cap and nozzle,,,,,,,,,,,,,,,Fecal coliforms,,840,cfu/100ml,,Accepted,,Actual,,,,,,,,,,,31625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-MI,USGS Michigan Water Science Center,nwismi.01.99700359,Sample-Routine,Water,Surface Water,1997-07-30,12:40:00,EST,,,,,,,,,,,,National Water Quality Assessment Program (NAWQA),U.S. Geological Survey-Water Resources Discipline,USGS-04161820,,,"Stable, normal stage",Routine sample,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,USGS parameter code 82398,Equal width increment (ewi),,,US DH-81 with Teflon cap and nozzle,,,,,,,,,,,,,,,Fecal coliforms,,250,cfu/100ml,,Accepted,,Actual,,,,,,,,,,,31625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-MI,USGS Michigan Water Science Center,nwismi.01.99700259,Sample-Routine,Water,Surface Water,1997-06-25,11:40:00,EST,,,,,,,,,,,,National Water Quality Assessment Program (NAWQA),U.S. Geological Survey-Water Resources Discipline,USGS-04161820,,,"Stable, normal stage",Routine sample,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,USGS parameter code 82398,Equal width increment (ewi),,,US DH-81 with Teflon cap and nozzle,,,,,,,,,,,,,,,Fecal coliforms,,230,cfu/100ml,,Accepted,,Actual,,,,,,,,,,,31625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-MI,USGS Michigan Water Science Center,nwismi.01.99700180,Sample-Routine,Water,Surface Water,1997-05-14,12:20:00,EST,,,,,,,,,,,,National Water Quality Assessment Program (NAWQA),U.S. Geological Survey-Water Resources Discipline,USGS-04161820,,,"Stable, normal stage",Routine sample,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,USGS parameter code 82398,Equal width increment (ewi),,,US DH-81 with Teflon cap and nozzle,,,,,,,,,,,,,,,Fecal coliforms,,37,cfu/100ml,,Accepted,,Estimated,,,,,,,,,,,31625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,counts outside acceptable range.,,,,,,,,,,,,,,,,,,,,NWIS
USGS-MI,USGS Michigan Water Science Center,nwismi.01.99700176,Sample-Routine,Water,Surface Water,1997-04-22,13:00:00,EST,,,,,,,,,,,,National Water Quality Assessment Program (NAWQA),U.S. Geological Survey-Water Resources Discipline,USGS-04161820,,,"Stable, normal stage",Routine sample,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,USGS parameter code 82398,Equal width increment (ewi),,,US DH-81 with Teflon cap and nozzle,,,,,,,,,,,,,,,Fecal coliforms,,100,cfu/100ml,,Accepted,,Actual,,,,,,,,,,,31625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-MI,USGS Michigan Water Science Center,nwismi.01.99700154,Sample-Routine,Water,Surface Water,1997-02-20,10:55:00,EST,,,,,,,,,,,,National Water Quality Assessment Program (NAWQA),U.S. Geological Survey-Water Resources Discipline,USGS-04161820,,,Falling stage,Routine sample,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,USGS parameter code 82398,Equal width increment (ewi),,,US DH-81 with Teflon cap and nozzle,,,,,,,,,,,,,,,Fecal coliforms,,30,cfu/100ml,,Accepted,,Actual,,,,,,,,,,,31625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-MI,USGS Michigan Water Science Center,nwismi.01.99700130,Sample-Routine,Water,Surface Water,1997-01-23,14:45:00,EST,,,,,,,,,,,,National Water Quality Assessment Program (NAWQA),U.S. Geological Survey-Water Resources Discipline,USGS-04161820,,,Falling stage,Under ice cover,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,USGS parameter code 82398,Single vertical,,,Grab sample,,,,,,,,,,,,,,,Fecal coliforms,,170,cfu/100ml,,Accepted,,Actual,,,,,,,,,,,31625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-MI,USGS Michigan Water Science Center,nwismi.01.99700160,Sample-Routine,Water,Surface Water,1997-03-18,11:15:00,EST,,,,,,,,,,,,National Water Quality Assessment Program (NAWQA),U.S. Geological Survey-Water Resources Discipline,USGS-04161820,,,"Stable, normal stage",Routine sample,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,USGS parameter code 82398,Equal width increment (ewi),,,US D-77 TM,,,,,,,,,,,,,,,Fecal coliforms,,48,cfu/100ml,,Historical,,Actual,,,,,,,,,,,31625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,USGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-MI,USGS Michigan Water Science Center,nwismi.01.99700178,Sample-Routine,Water,Surface Water,1997-05-01,11:25:00,EST,,,,,,,,,,,,National Water Quality Assessment Program (NAWQA),U.S. Geological Survey-Water Resources Discipline,USGS-04161820,,,"Stable, normal stage",Routine sample,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,USGS parameter code 82398,Equal width increment (ewi),,,US DH-81 with Teflon cap and nozzle,,,,,,,,,,,,,,,Fecal coliforms,,17,cfu/100ml,,Accepted,,Estimated,,,,,,,,,,,31625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,counts outside acceptable range.,,,,,,,,,,,,,,,,,,,,NWIS
USGS-MI,USGS Michigan Water Science Center,nwismi.01.99700249,Sample-Routine,Water,Surface Water,1997-05-29,11:00:00,EST,,,,,,,,,,,,National Water Quality Assessment Program (NAWQA),U.S. Geological Survey-Water Resources Discipline,USGS-04161820,,,Rising stage,Routine sample,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,USGS parameter code 82398,Equal width increment (ewi),,,US DH-81 with Teflon cap and nozzle,,,,,,,,,,,,,,,Fecal coliforms,,250,cfu/100ml,,Accepted,,Actual,,,,,,,,,,,31625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-MI,USGS Michigan Water Science Center,nwismi.01.99800003,Sample-Routine,Water,Surface Water,1997-10-15,12:40:00,EST,,,,,,,,,,,,National Water Quality Assessment Program (NAWQA),U.S. Geological Survey-Water Resources Discipline,USGS-04161820,,,"Stable, normal stage",Routine sample,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,USGS parameter code 82398,Equal width increment (ewi),,,US DH-81 with Teflon cap and nozzle,,,,,,,,,,,,,,,Fecal coliforms,,270,cfu/100ml,,Accepted,,Actual,,,,,,,,,,,31625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-MI,USGS Michigan Water Science Center,nwismi.01.99800031,Sample-Routine,Water,Surface Water,1997-11-21,12:30:00,EST,,,,,,,,,,,,National Water Quality Assessment Program (NAWQA),U.S. Geological Survey-Water Resources Discipline,USGS-04161820,,,"Stable, normal stage",Routine sample,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,USGS parameter code 82398,Equal width increment (ewi),,,US DH-81 with Teflon cap and nozzle,,,,,,,,,,,,,,,Fecal coliforms,,200,cfu/100ml,,Accepted,,Actual,,,,,,,,,,,31625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-MI,USGS Michigan Water Science Center,nwismi.01.99800055,Sample-Routine,Water,Surface Water,1997-12-18,12:30:00,EST,,,,,,,,,,,,National Water Quality Assessment Program (NAWQA),U.S. Geological Survey-Water Resources Discipline,USGS-04161820,,,"Stable, normal stage",Routine sample,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,USGS parameter code 82398,Equal width increment (ewi),,,US DH-81 with Teflon cap and nozzle,,,,,,,,,,,,,,,Fecal coliforms,,51,cfu/100ml,,Accepted,,Actual,,,,,,,,,,,31625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-MI,USGS Michigan Water Science Center,nwismi.01.99700460,Sample-Routine,Water,Surface Water,1997-05-21,10:20:00,EST,,,,,,,,,,,,National Water Quality Assessment Program (NAWQA),U.S. Geological Survey-Water Resources Discipline,USGS-04161820,,,Falling stage,Routine sample,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,USGS parameter code 82398,Equal width increment (ewi),,,US D-77 TM,,,,,,,,,,,,,,,Fecal coliforms,,52,cfu/100ml,,Accepted,,Actual,,,,,,,,,,,31625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NWIS
