"","MonitoringLocationIdentifier","Avg","Max","LatestSample","totalSamples","X","Y","Name","description","timestamp","begin","end","altitudeMode","tessellate","extrude","visibility","drawOrder","icon","Organization_Formal_Name","Organization_Identifier","Monitoring_Location_Name","Monitoring_Location_Type_Name","Monitoring_Location_Description_Text","HUC_Eight_Digit_Code"
"87","USGS-04160800",535.875,1040,2006-09-12,8,-83.3535509,42.7200307,"SASHABAW CREEK NEAR DRAYTON PLAINS, MI",NA,NA,NA,NA,NA,-1,-1,-1,NA,NA,"USGS Michigan Water Science Center","USGS-MI","SASHABAW CREEK NEAR DRAYTON PLAINS, MI","Stream","",4090003
"88","USGS-04160900",1239.75,3700,2006-08-23,4,-83.3902164,42.6603092,"CLINTON RIVER NEAR DRAYTON PLAINS, MI",NA,NA,NA,NA,NA,-1,-1,-1,NA,NA,"USGS Michigan Water Science Center","USGS-MI","CLINTON RIVER NEAR DRAYTON PLAINS, MI","Stream","",4090003
"89","USGS-04161000",709.888888888889,1620,2006-09-12,9,-83.2243782,42.6333665,"CLINTON RIVER AT AUBURN HILLS, MI",NA,NA,NA,NA,NA,-1,-1,-1,NA,NA,"USGS Michigan Water Science Center","USGS-MI","CLINTON RIVER AT AUBURN HILLS, MI","Stream","",4090003
"90","USGS-04161540",736,3500,2006-09-12,9,-83.1429886,42.6883656,"PAINT CREEK AT ROCHESTER, MI",NA,NA,NA,NA,NA,-1,-1,-1,NA,NA,"USGS Michigan Water Science Center","USGS-MI","PAINT CREEK AT ROCHESTER, MI","Stream","",4090003
"91","USGS-04161580",388.142857142857,990,2006-08-23,7,-83.0902121,42.8008637,"STONY CREEK NEAR ROMEO, MI",NA,NA,NA,NA,NA,-1,-1,-1,NA,NA,"USGS Michigan Water Science Center","USGS-MI","STONY CREEK NEAR ROMEO, MI","Stream","",4090003
"92","USGS-04161800",1440,1440,2006-08-23,1,-83.0918768,42.7153095,"STONY CREEK NEAR WASHINGTON, MI",NA,NA,NA,NA,NA,-1,-1,-1,NA,NA,"USGS Michigan Water Science Center","USGS-MI","STONY CREEK NEAR WASHINGTON, MI","Stream","",4090003
"93","USGS-04161810",1985,3400,2003-09-09,2,-83.0963198,42.6716992,"CLINTON RIVER AT AVON ROAD AT YATES, MI",NA,NA,NA,NA,NA,-1,-1,-1,NA,NA,"USGS Michigan Water Science Center","USGS-MI","CLINTON RIVER AT AVON ROAD AT YATES, MI","Stream","",4090003
"94","USGS-04161820",239.815789473684,2260,2006-08-23,38,-83.0265933,42.6144781,"CLINTON RIVER AT STERLING HEIGHTS, MI",NA,NA,NA,NA,NA,-1,-1,-1,NA,NA,"USGS Michigan Water Science Center","USGS-MI","CLINTON RIVER AT STERLING HEIGHTS, MI","Stream","",4090003
"95","USGS-04163030",3291,10400,2006-09-12,4,-83.0057566,42.5378131,"RED RUN AT 14 MILE ROAD AT WARREN, MI",NA,NA,NA,NA,NA,-1,-1,-1,NA,NA,"USGS Michigan Water Science Center","USGS-MI","RED RUN AT 14 MILE ROAD AT WARREN, MI","Stream","",4090003
"96","USGS-04163400",1141.5,2240,2006-08-23,2,-83.0713165,42.6014228,"PLUM BROOK AT UTICA, MI",NA,NA,NA,NA,NA,-1,-1,-1,NA,NA,"USGS Michigan Water Science Center","USGS-MI","PLUM BROOK AT UTICA, MI","Stream","",4090003
"97","USGS-04164000",714.5,1360,2006-08-23,2,-82.951589,42.5778123,"CLINTON RIVER NEAR FRASER, MI",NA,NA,NA,NA,NA,-1,-1,-1,NA,NA,"USGS Michigan Water Science Center","USGS-MI","CLINTON RIVER NEAR FRASER, MI","Stream","",4090003
"98","USGS-04164100",162.5,480,2006-09-12,4,-83.0202102,42.82253,"EAST POND CREEK AT ROMEO, MI",NA,NA,NA,NA,NA,-1,-1,-1,NA,NA,"USGS Michigan Water Science Center","USGS-MI","EAST POND CREEK AT ROMEO, MI","Stream","",4090003
"99","USGS-04164110",645.666666666667,1210,2006-09-12,3,-82.9802085,42.8044746,"EAST POND CREEK AT POWELL ROAD NEAR ROMEO, MI",NA,NA,NA,NA,NA,-1,-1,-1,NA,NA,"USGS Michigan Water Science Center","USGS-MI","EAST POND CREEK AT POWELL ROAD NEAR ROMEO, MI","Stream","",4090003
"100","USGS-04164300",165.5,300,2006-08-23,2,-82.8849278,42.845863,"EAST BRANCH COON CREEK AT ARMADA, MI",NA,NA,NA,NA,NA,-1,-1,-1,NA,NA,"USGS Michigan Water Science Center","USGS-MI","EAST BRANCH COON CREEK AT ARMADA, MI","Stream","",4090003
"101","USGS-04164350",48,69,2006-09-12,4,-82.852148,42.8066969,"HIGHBANK CREEK AT 32 MILE ROAD NEAR ARMADA, MI",NA,NA,NA,NA,NA,-1,-1,-1,NA,NA,"USGS Michigan Water Science Center","USGS-MI","HIGHBANK CREEK AT 32 MILE ROAD NEAR ARMADA, MI","Stream","",4090003
"102","USGS-04164500",280,480,2006-08-23,2,-82.8888104,42.6292001,"NORTH BRANCH CLINTON RIVER NEAR MT. CLEMENS, MI",NA,NA,NA,NA,NA,-1,-1,-1,NA,NA,"USGS Michigan Water Science Center","USGS-MI","NORTH BRANCH CLINTON RIVER NEAR MT. CLEMENS, MI","Stream","",4090003
"103","USGS-04164800",1520.5,3000,2006-08-23,2,-82.959094,42.7064207,"MIDDLE BRANCH CLINTON RIVER AT MACOMB, MI",NA,NA,NA,NA,NA,-1,-1,-1,NA,NA,"USGS Michigan Water Science Center","USGS-MI","MIDDLE BRANCH CLINTON RIVER AT MACOMB, MI","Stream","",4090003
"104","USGS-04165500",2861.59398496241,110000,2011-08-17,133,-82.90881,42.5958674,"CLINTON RIVER AT MORAVIAN DRIVE AT MT. CLEMENS, MI",NA,NA,NA,NA,NA,-1,-1,-1,NA,NA,"USGS Michigan Water Science Center","USGS-MI","CLINTON RIVER AT MORAVIAN DRIVE AT MT. CLEMENS, MI","Stream","",4090003
"105","USGS-04165553",3340,6600,2006-08-23,2,-82.8826973,42.5839232,"CLINTON RIVER AT GRATIOT AVENUE AT MT. CLEMENS, MI",NA,NA,NA,NA,NA,-1,-1,-1,NA,NA,"USGS Michigan Water Science Center","USGS-MI","CLINTON RIVER AT GRATIOT AVENUE AT MT. CLEMENS, MI","Stream","",4090003
"106","USGS-04165700",13.1875,230,1985-12-11,80,-82.9585276,42.3472602,"DETROIT RIVER AT DETROIT, MI",NA,NA,NA,NA,NA,-1,-1,-1,NA,NA,"USGS Michigan Water Science Center","USGS-MI","DETROIT RIVER AT DETROIT, MI","Stream","",4090004
"107","USGS-04166000",1058.14285714286,2000,2006-08-23,7,-83.2235418,42.5458678,"RIVER ROUGE AT BIRMINGHAM, MI",NA,NA,NA,NA,NA,-1,-1,-1,NA,NA,"USGS Michigan Water Science Center","USGS-MI","RIVER ROUGE AT BIRMINGHAM, MI","Stream","",4090004
"108","USGS-04166100",4350,5400,2003-09-08,2,-83.2974308,42.4475356,"RIVER ROUGE AT SOUTHFIELD, MI",NA,NA,NA,NA,NA,-1,-1,-1,NA,NA,"USGS Michigan Water Science Center","USGS-MI","RIVER ROUGE AT SOUTHFIELD, MI","Stream","",4090004
"109","USGS-04166200",19215.8571428571,126000,2006-08-23,7,-83.26743,42.4578134,"EVANS DITCH AT SOUTHFIELD, MI",NA,NA,NA,NA,NA,-1,-1,-1,NA,NA,"USGS Michigan Water Science Center","USGS-MI","EVANS DITCH AT SOUTHFIELD, MI","Stream","",4090004
"110","USGS-04166315",3400,5400,2003-09-08,2,-83.3365985,42.4467022,"UPPER RIVER ROUGE AT CLARENCEVILLE, MI",NA,NA,NA,NA,NA,-1,-1,-1,NA,NA,"USGS Michigan Water Science Center","USGS-MI","UPPER RIVER ROUGE AT CLARENCEVILLE, MI","Stream","",4090004
"111","USGS-04170000",192.413793103448,1500,2003-09-08,29,-83.6266081,42.5789209,"HURON RIVER AT MILFORD, MI",NA,NA,NA,NA,NA,-1,-1,-1,NA,NA,"USGS Michigan Water Science Center","USGS-MI","HURON RIVER AT MILFORD, MI","Stream","",4090005
"112","USGS-04170500",31.8461538461538,430,2003-09-08,26,-83.6763294,42.512811,"HURON RIVER NEAR NEW HUDSON, MI",NA,NA,NA,NA,NA,-1,-1,-1,NA,NA,"USGS Michigan Water Science Center","USGS-MI","HURON RIVER NEAR NEW HUDSON, MI","Stream","",4090005
"113","USGS-04175600",93.1481481481482,870,2003-08-13,27,-84.0760575,42.1680947,"RIVER RAISIN NEAR MANCHESTER, MI",NA,NA,NA,NA,NA,-1,-1,-1,NA,NA,"USGS Michigan Water Science Center","USGS-MI","RIVER RAISIN NEAR MANCHESTER, MI","Stream","",4100002
"114","USGS-04175655",290,290,2003-08-13,1,-83.9660536,42.0428209,"RIVER RAISIN AT STAIB ROAD NEAR TECUMSEH, MI",NA,NA,NA,NA,NA,-1,-1,-1,NA,NA,"USGS Michigan Water Science Center","USGS-MI","RIVER RAISIN AT STAIB ROAD NEAR TECUMSEH, MI","Stream","",4100002
"115","USGS-04175815",390,390,2003-08-13,1,-84.1124447,41.8586591,"SOUTH BRANCH RIVER RAISIN AT CARLETON RD NR ADRIAN",NA,NA,NA,NA,NA,-1,-1,-1,NA,NA,"USGS Michigan Water Science Center","USGS-MI","SOUTH BRANCH RIVER RAISIN AT CARLETON RD NR ADRIAN","Stream","",4100002
"116","USGS-04175960",2000,2000,2003-08-13,1,-84.010221,41.9175466,"S BR RIVER RAISIN AT HOWELL HWY NR ADRIAN, MI",NA,NA,NA,NA,NA,-1,-1,-1,NA,NA,"USGS Michigan Water Science Center","USGS-MI","S BR RIVER RAISIN AT HOWELL HWY NR ADRIAN, MI","Stream","",4100002
"117","USGS-04176107",3700,3700,2003-08-15,1,-83.9777209,41.8731033,"UNNAMED TRIB TO BIG MEADOW DRAIN NEAR PALMYRA, MI",NA,NA,NA,NA,NA,-1,-1,-1,NA,NA,"USGS Michigan Water Science Center","USGS-MI","UNNAMED TRIB TO BIG MEADOW DRAIN NEAR PALMYRA, MI","Stream","",4100002
"118","USGS-04176110",660,660,2003-08-15,1,-83.9407761,41.8256045,"BIG MEADOW DRAIN AT GORMAN ROAD NR BLISSFIELD, MI",NA,NA,NA,NA,NA,-1,-1,-1,NA,NA,"USGS Michigan Water Science Center","USGS-MI","BIG MEADOW DRAIN AT GORMAN ROAD NR BLISSFIELD, MI","Stream","",4100002
"119","USGS-04176500",360.8,3200,2011-08-23,90,-83.5310462,41.9606008,"RIVER RAISIN NEAR MONROE, MI",NA,NA,NA,NA,NA,-1,-1,-1,NA,NA,"USGS Michigan Water Science Center","USGS-MI","RIVER RAISIN NEAR MONROE, MI","Stream","",4100002
"120","USGS-4145080832831",104,104,2003-09-09,1,-83.4752114,41.7522692,"08S 08E 28 DC01 MONROE CO (LAKE ESGA)",NA,NA,NA,NA,NA,-1,-1,-1,NA,NA,"USGS Michigan Water Science Center","USGS-MI","08S 08E 28 DC01 MONROE CO (LAKE ESGA)","Lake, Reservoir, Impoundment","",4100001
"121","USGS-414939084583300",2,2,1978-06-23,1,-84.9757974,41.8275494,"COLDWATER LAKE, DEEP SITE, NEAR COLDWATER, MI",NA,NA,NA,NA,NA,-1,-1,-1,NA,NA,"USGS Michigan Water Science Center","USGS-MI","COLDWATER LAKE, DEEP SITE, NEAR COLDWATER, MI","Lake, Reservoir, Impoundment","",4050001
"122","USGS-415223084140101",459285.714285714,1260000,2008-11-25,14,-84.2336111,41.8730556,"UNNAMED STORAGE LAGOON P2 NEAR CLAYTON, MI",NA,NA,NA,NA,NA,-1,-1,-1,NA,NA,"USGS Michigan Water Science Center","USGS-MI","UNNAMED STORAGE LAGOON P2 NEAR CLAYTON, MI","Facility: Water-use establishment","",4100002
"123","USGS-415224084141108",2587.14285714286,10000,2008-11-25,14,-84.2363889,41.8733333,"TRIB TO S BRANCH RIVER RAISIN (D2) NR CLAYTON, MI",NA,NA,NA,NA,NA,-1,-1,-1,NA,NA,"USGS Michigan Water Science Center","USGS-MI","TRIB TO S BRANCH RIVER RAISIN (D2) NR CLAYTON, MI","Stream","",4100002
"124","USGS-415224084141604",619.666666666667,1800,2007-11-27,6,-84.2377778,41.8733333,"UNNAMED WELL W1 NEAR CLAYTON, MI",NA,NA,NA,NA,NA,-1,-1,-1,NA,NA,"USGS Michigan Water Science Center","USGS-MI","UNNAMED WELL W1 NEAR CLAYTON, MI","Well","",4100002
"125","USGS-415227084141405",10574,36000,2007-11-27,5,-84.2372222,41.8741667,"UNNAMED WELL W2 NEAR CLAYTON, MI",NA,NA,NA,NA,NA,-1,-1,-1,NA,NA,"USGS Michigan Water Science Center","USGS-MI","UNNAMED WELL W2 NEAR CLAYTON, MI","Well","",4100002
"126","USGS-415227084141806",7422.85714285714,25000,2007-11-27,7,-84.2383333,41.8741667,"UNNAMED WELL W3 NEAR CLAYTON, MI",NA,NA,NA,NA,NA,-1,-1,-1,NA,NA,"USGS Michigan Water Science Center","USGS-MI","UNNAMED WELL W3 NEAR CLAYTON, MI","Well","",4100002
"127","USGS-415230084140602",50009.2857142857,240000,2008-11-25,14,-84.235,41.875,"UNNAMED WETLAND POND P3 NEAR CLAYTON, MI",NA,NA,NA,NA,NA,-1,-1,-1,NA,NA,"USGS Michigan Water Science Center","USGS-MI","UNNAMED WETLAND POND P3 NEAR CLAYTON, MI","Facility: Water-use establishment","",4100002
"128","USGS-415230084142607",1890.15384615385,10000,2008-11-25,13,-84.2405556,41.875,"TRIB TO S BRANCH RIVER RAISIN (D4) NR CLAYTON, MI",NA,NA,NA,NA,NA,-1,-1,-1,NA,NA,"USGS Michigan Water Science Center","USGS-MI","TRIB TO S BRANCH RIVER RAISIN (D4) NR CLAYTON, MI","Stream","",4100002
"129","USGS-415233084140309",1893.42857142857,11000,2008-11-25,14,-84.2341667,41.8758333,"TRIB TO S BRANCH RIVER RAISIN (D1) NR CLAYTON, MI",NA,NA,NA,NA,NA,-1,-1,-1,NA,NA,"USGS Michigan Water Science Center","USGS-MI","TRIB TO S BRANCH RIVER RAISIN (D1) NR CLAYTON, MI","Stream","",4100002
"130","USGS-415233084140603",17400,140000,2008-11-25,14,-84.235,41.8758333,"UNNAMED WETLAND POND P4 NEAR CLAYTON, MI",NA,NA,NA,NA,NA,-1,-1,-1,NA,NA,"USGS Michigan Water Science Center","USGS-MI","UNNAMED WETLAND POND P4 NEAR CLAYTON, MI","Facility: Water-use establishment","",4100002
"131","USGS-415234084141011",83.5,100,2008-09-22,2,-84.2361111,41.8761111,"UNNAMED WELL W5 NEAR CLAYTON, MI",NA,NA,NA,NA,NA,-1,-1,-1,NA,NA,"USGS Michigan Water Science Center","USGS-MI","UNNAMED WELL W5 NEAR CLAYTON, MI","Well","",4100002
"132","USGS-415234084141210",830,830,2008-07-09,1,-84.2366667,41.8761111,"UNNAMED WELL W4 NEAR CLAYTON, MI",NA,NA,NA,NA,NA,-1,-1,-1,NA,NA,"USGS Michigan Water Science Center","USGS-MI","UNNAMED WELL W4 NEAR CLAYTON, MI","Well","",4100002
"133","USGS-415830085015900",3,3,1977-06-23,1,-85.0330235,41.9750482,"RANDALL LAKE, DEEP SITE, AT COLDWATER, MI",NA,NA,NA,NA,NA,-1,-1,-1,NA,NA,"USGS Michigan Water Science Center","USGS-MI","RANDALL LAKE, DEEP SITE, AT COLDWATER, MI","Lake, Reservoir, Impoundment","",4050001
"134","USGS-420410086121400",5,5,1978-06-21,1,-86.203906,42.0694874,"4CROOKED LAKE, SITE 2, AT SISTER LAKES, MI",NA,NA,NA,NA,NA,-1,-1,-1,NA,NA,"USGS Michigan Water Science Center","USGS-MI","4CROOKED LAKE, SITE 2, AT SISTER LAKES, MI","Lake, Reservoir, Impoundment","",4050001
"135","USGS-420421086122100",3,3,1978-06-21,1,-86.2058506,42.0725429,"4CROOKED LAKE, SITE 3, AT SISTER LAKES, MI",NA,NA,NA,NA,NA,-1,-1,-1,NA,NA,"USGS Michigan Water Science Center","USGS-MI","4CROOKED LAKE, SITE 3, AT SISTER LAKES, MI","Lake, Reservoir, Impoundment","",4050001
"136","USGS-420447086125500",7,7,1978-06-20,1,-86.2152956,42.0797648,"4ROUND LAKE, SITE 2, AT SISTER LAKES, MI",NA,NA,NA,NA,NA,-1,-1,-1,NA,NA,"USGS Michigan Water Science Center","USGS-MI","4ROUND LAKE, SITE 2, AT SISTER LAKES, MI","Lake, Reservoir, Impoundment","",4050001
"137","USGS-420453086122500",2,2,1978-06-20,1,-86.206962,42.0814314,"4ROUND LAKE, SITE 3, AT SISTER LAKES, MI",NA,NA,NA,NA,NA,-1,-1,-1,NA,NA,"USGS Michigan Water Science Center","USGS-MI","4ROUND LAKE, SITE 3, AT SISTER LAKES, MI","Lake, Reservoir, Impoundment","",4050001
"138","USGS-421005085584000",1,1,1978-06-22,1,-85.9777929,42.1680962,"4EAGLE LAKE, SITE 3, NEAR DECATUR, MI",NA,NA,NA,NA,NA,-1,-1,-1,NA,NA,"USGS Michigan Water Science Center","USGS-MI","4EAGLE LAKE, SITE 3, NEAR DECATUR, MI","Lake, Reservoir, Impoundment","",4050001
"139","USGS-421123085570400",3,3,1977-06-20,1,-85.951126,42.1897623,"THREE MILE LAKE, SITE 2, NEAR PAW PAW, MI",NA,NA,NA,NA,NA,-1,-1,-1,NA,NA,"USGS Michigan Water Science Center","USGS-MI","THREE MILE LAKE, SITE 2, NEAR PAW PAW, MI","Lake, Reservoir, Impoundment","",4050001
"140","USGS-421150085570000",4,4,1977-06-20,1,-85.9500152,42.1992065,"THREE MILE LAKE, SITE 1, NEAR PAW PAW, MI",NA,NA,NA,NA,NA,-1,-1,-1,NA,NA,"USGS Michigan Water Science Center","USGS-MI","THREE MILE LAKE, SITE 1, NEAR PAW PAW, MI","Lake, Reservoir, Impoundment","",4050001
"141","USGS-421426085544701",20,20,1976-06-30,1,-85.9130709,42.2405942,"BROWNWOOD LAKE, SITE 1, NR PAW PAW, MI",NA,NA,NA,NA,NA,-1,-1,-1,NA,NA,"USGS Michigan Water Science Center","USGS-MI","BROWNWOOD LAKE, SITE 1, NR PAW PAW, MI","Lake, Reservoir, Impoundment","",4050001
"142","USGS-421433085544201",8,8,1976-06-30,1,-85.911682,42.2425386,"BROWNWOOD LAKE, SITE 2, NR PAW PAW, MI",NA,NA,NA,NA,NA,-1,-1,-1,NA,NA,"USGS Michigan Water Science Center","USGS-MI","BROWNWOOD LAKE, SITE 2, NR PAW PAW, MI","Lake, Reservoir, Impoundment","",4050001
"143","USGS-422055085510800",5,5,1977-06-21,1,-85.8522398,42.3486473,"BRANDYWINE LAKE, SITE 1, NEAR GOBLES, MI",NA,NA,NA,NA,NA,-1,-1,-1,NA,NA,"USGS Michigan Water Science Center","USGS-MI","BRANDYWINE LAKE, SITE 1, NEAR GOBLES, MI","Lake, Reservoir, Impoundment","",4050001
"144","USGS-422103085512500",4,4,1977-06-21,1,-85.8569624,42.3508695,"BRANDYWINE LAKE, SITE 2, NEAR GOBLES, MI",NA,NA,NA,NA,NA,-1,-1,-1,NA,NA,"USGS Michigan Water Science Center","USGS-MI","BRANDYWINE LAKE, SITE 2, NEAR GOBLES, MI","Lake, Reservoir, Impoundment","",4050001
"145","USGS-422219085535000",7,7,1977-06-22,1,-85.8972426,42.37198,"MILL LAKE, SITE 1, NEAR GOBLES, MI",NA,NA,NA,NA,NA,-1,-1,-1,NA,NA,"USGS Michigan Water Science Center","USGS-MI","MILL LAKE, SITE 1, NEAR GOBLES, MI","Lake, Reservoir, Impoundment","",4050002
"146","USGS-422243085541300",1,1,1977-06-22,1,-85.903632,42.3786465,"MILL LAKE, SITE 2, NEAR GOBLES, MI",NA,NA,NA,NA,NA,-1,-1,-1,NA,NA,"USGS Michigan Water Science Center","USGS-MI","MILL LAKE, SITE 2, NEAR GOBLES, MI","Lake, Reservoir, Impoundment","",4050002
"147","USGS-434900083071801",0,0,2004-08-26,1,-83.1213379,43.8166816,"16N 11E 13AADD01 HURON CO (OLIVER TWP, H-14)",NA,NA,NA,NA,NA,-1,-1,-1,NA,NA,"USGS Michigan Water Science Center","USGS-MI","16N 11E 13AADD01 HURON CO (OLIVER TWP, H-14)","Well","",4080103
"148","USGS-435326083105701",0,0,2004-08-27,1,-83.1824529,43.8905701,"17N 11E 16DDDD HURON CO (CHANDLER TWP, H-20)",NA,NA,NA,NA,NA,-1,-1,-1,NA,NA,"USGS Michigan Water Science Center","USGS-MI","17N 11E 16DDDD HURON CO (CHANDLER TWP, H-20)","Well","",4080104
"149","USGS-442621083241202",1,1,1980-07-14,1,-83.4033042,44.4391821,"24N 09E 36AAAB 02",NA,NA,NA,NA,NA,-1,-1,-1,NA,NA,"USGS Michigan Water Science Center","USGS-MI","24N 09E 36AAAB 02","Well","",4070007
"150","USGS-442714083215601",1,1,1980-07-16,1,-83.3655249,44.4539041,"24N 09E 29ABAA 01",NA,NA,NA,NA,NA,-1,-1,-1,NA,NA,"USGS Michigan Water Science Center","USGS-MI","24N 09E 29ABAA 01","Well","",4070007
"151","USGS-442820083225701",2,2,1980-07-15,1,-83.3824701,44.4722373,"24N 09E 18DADC 01",NA,NA,NA,NA,NA,-1,-1,-1,NA,NA,"USGS Michigan Water Science Center","USGS-MI","24N 09E 18DADC 01","Well","",4070007
"152","USGS-445007086034001",1,1,1979-08-15,1,-86.0612047,44.8352742,"NORTH BAR LAKE NEAR EMPIRE, MI",NA,NA,NA,NA,NA,-1,-1,-1,NA,NA,"USGS Michigan Water Science Center","USGS-MI","NORTH BAR LAKE NEAR EMPIRE, MI","Lake, Reservoir, Impoundment","",4060104
"153","USGS-445331085564501",21,21,1979-08-17,1,-85.9959253,44.8608296,"GLEN LAKE NEAR GLEN ARBOR, MI",NA,NA,NA,NA,NA,-1,-1,-1,NA,NA,"USGS Michigan Water Science Center","USGS-MI","GLEN LAKE NEAR GLEN ARBOR, MI","Lake, Reservoir, Impoundment","",4060104
"154","USGS-445512085530801",1,1,1979-08-16,1,-85.8856444,44.9199968,"SCHOOL LAKE NEAR GLEN ARBOR, MI",NA,NA,NA,NA,NA,-1,-1,-1,NA,NA,"USGS Michigan Water Science Center","USGS-MI","SCHOOL LAKE NEAR GLEN ARBOR, MI","Lake, Reservoir, Impoundment","",4060104
"155","USGS-455907086185401",6,6,1979-06-05,1,-86.3151449,45.985249,"INDIAN LAKE NR. MANISTIQUE, SITE 1, MI",NA,NA,NA,NA,NA,-1,-1,-1,NA,NA,"USGS Michigan Water Science Center","USGS-MI","INDIAN LAKE NR. MANISTIQUE, SITE 1, MI","Lake, Reservoir, Impoundment","",4060106
"156","USGS-462934087405501",7500,12000,1993-09-13,3,-87.6820801,46.4927136,"DIVERSION CHAMBER NEAR CARP RIVER AT ISHPEMING, MI",NA,NA,NA,NA,NA,-1,-1,-1,NA,NA,"USGS Wisconsin Water Science Center","USGS-WI","DIVERSION CHAMBER NEAR CARP RIVER AT ISHPEMING, MI","Stream","",4020105
"157","USGS-463145086270501",2,2,1979-08-30,1,-86.4515537,46.5291191,"CHAPEL L NR MELSTRAND MI",NA,NA,NA,NA,NA,-1,-1,-1,NA,NA,"USGS Michigan Water Science Center","USGS-MI","CHAPEL L NR MELSTRAND MI","Lake, Reservoir, Impoundment","",4020201
"158","USGS-463400086202001",2,2,1979-08-30,1,-86.339054,46.566625,"BEAVER L NR MELSTRAND MI",NA,NA,NA,NA,NA,-1,-1,-1,NA,NA,"USGS Michigan Water Science Center","USGS-MI","BEAVER L NR MELSTRAND MI","Lake, Reservoir, Impoundment","",4020201
"159","USGS-463503086132501",2,2,1979-08-29,1,-86.2237762,46.5841315,"KINGSTON L NR GRAND MARAIS MI",NA,NA,NA,NA,NA,-1,-1,-1,NA,NA,"USGS Michigan Water Science Center","USGS-MI","KINGSTON L NR GRAND MARAIS MI","Lake, Reservoir, Impoundment","",4020201
"160","USGS-463813086023001",4,4,1979-08-29,1,-86.0418313,46.6369202,"GRAND SABLE L NR GRAND MARAIS MI",NA,NA,NA,NA,NA,-1,-1,-1,NA,NA,"USGS Michigan Water Science Center","USGS-MI","GRAND SABLE L NR GRAND MARAIS MI","Lake, Reservoir, Impoundment","",4020201
"161","USGS-464912088285401",20,20,1991-08-21,1,-88.4817959,46.8199315,"ASSININS WETLAND (POND 3) AT ASSININS, MI",NA,NA,NA,NA,NA,-1,-1,-1,NA,NA,"USGS Michigan Water Science Center","USGS-MI","ASSININS WETLAND (POND 3) AT ASSININS, MI","Lake, Reservoir, Impoundment","",4020105
