OrganizationIdentifier,OrganizationFormalName,ActivityIdentifier,ActivityTypeCode,ActivityMediaName,ActivityMediaSubdivisionName,ActivityStartDate,ActivityStartTime/Time,ActivityStartTime/TimeZoneCode,ActivityEndDate,ActivityEndTime/Time,ActivityEndTime/TimeZoneCode,ActivityRelativeDepthName,ActivityDepthHeightMeasure/MeasureValue,ActivityDepthHeightMeasure/MeasureUnitCode,ActivityDepthAltitudeReferencePointText,ActivityTopDepthHeightMeasure/MeasureValue,ActivityTopDepthHeightMeasure/MeasureUnitCode,ActivityBottomDepthHeightMeasure/MeasureValue,ActivityBottomDepthHeightMeasure/MeasureUnitCode,ProjectIdentifier,ActivityConductingOrganizationText,MonitoringLocationIdentifier,ActivityCommentText,SampleAquifer,HydrologicCondition,HydrologicEvent,ActivityLocation/LatitudeMeasure,ActivityLocation/LongitudeMeasure,ActivityLocation/SourceMapScaleNumeric,ActivityLocation/HorizontalAccuracyMeasure/MeasureValue,ActivityLocation/HorizontalAccuracyMeasure/MeasureUnitCode,ActivityLocation/HorizontalCollectionMethodName,ActivityLocation/HorizontalCoordinateReferenceSystemDatumName,AssemblageSampledName,CollectionDuration/MeasureValue,CollectionDuration/MeasureUnitCode,SamplingComponentName,SamplingComponentPlaceInSeriesNumeric,ReachLengthMeasure/MeasureValue,ReachLengthMeasure/MeasureUnitCode,ReachWidthMeasure/MeasureValue,ReachWidthMeasure/MeasureUnitCode,PassCount,NetTypeName,NetSurfaceAreaMeasure/MeasureValue,NetSurfaceAreaMeasure/MeasureUnitCode,NetMeshSizeMeasure/MeasureValue,NetMeshSizeMeasure/MeasureUnitCode,BoatSpeedMeasure/MeasureValue,BoatSpeedMeasure/MeasureUnitCode,CurrentSpeedMeasure/MeasureValue,CurrentSpeedMeasure/MeasureUnitCode,ToxicityTestType,SampleCollectionMethod/MethodIdentifier,SampleCollectionMethod/MethodIdentifierContext,SampleCollectionMethod/MethodName,SampleCollectionMethod/MethodQualifierTypeName,SampleCollectionMethod/MethodDescriptionText,SampleCollectionEquipmentName,SampleCollectionMethod/SampleCollectionEquipmentCommentText,SamplePreparationMethod/MethodIdentifier,SamplePreparationMethod/MethodIdentifierContext,SamplePreparationMethod/MethodName,SamplePreparationMethod/MethodQualifierTypeName,SamplePreparationMethod/MethodDescriptionText,SampleContainerTypeName,SampleContainerColorName,ChemicalPreservativeUsedName,ThermalPreservativeUsedName,SampleTransportStorageDescription,DataLoggerLine,ResultDetectionConditionText,MethodSpecificationName,CharacteristicName,ResultSampleFractionText,ResultMeasureValue,ResultMeasure/MeasureUnitCode,MeasureQualifierCode,ResultStatusIdentifier,StatisticalBaseCode,ResultValueTypeName,ResultWeightBasisText,ResultTimeBasisText,ResultTemperatureBasisText,ResultParticleSizeBasisText,PrecisionValue,DataQuality/BiasValue,ConfidenceIntervalValue,UpperConfidenceLimitValue,LowerConfidenceLimitValue,ResultCommentText,USGSPCode,ResultDepthHeightMeasure/MeasureValue,ResultDepthHeightMeasure/MeasureUnitCode,ResultDepthAltitudeReferencePointText,ResultSamplingPointName,BiologicalIntentName,BiologicalIndividualIdentifier,SubjectTaxonomicName,UnidentifiedSpeciesIdentifier,SampleTissueAnatomyName,GroupSummaryCountWeight/MeasureValue,GroupSummaryCountWeight/MeasureUnitCode,CellFormName,CellShapeName,HabitName,VoltismName,TaxonomicPollutionTolerance,TaxonomicPollutionToleranceScaleText,TrophicLevelName,FunctionalFeedingGroupName,TaxonomicDetailsCitation/ResourceTitleName,TaxonomicDetailsCitation/ResourceCreatorName,TaxonomicDetailsCitation/ResourceSubjectText,TaxonomicDetailsCitation/ResourcePublisherName,TaxonomicDetailsCitation/ResourceDate,TaxonomicDetailsCitation/ResourceIdentifier,FrequencyClassDescriptorCode,FrequencyClassDescriptorUnitCode,LowerClassBoundValue,UpperClassBoundValue,ResultAnalyticalMethod/MethodIdentifier,ResultAnalyticalMethod/MethodIdentifierContext,ResultAnalyticalMethod/MethodName,ResultAnalyticalMethod/MethodQualifierTypeName,MethodDescriptionText,LaboratoryName,AnalysisStartDate,AnalysisStartTime/Time,AnalysisStartTime/TimeZoneCode,AnalysisEndDate,AnalysisEndTime/Time,AnalysisEndTime/TimeZoneCode,ResultLaboratoryCommentCode,ResultLaboratoryCommentText,DetectionQuantitationLimitTypeName,DetectionQuantitationLimitMeasure/MeasureValue,DetectionQuantitationLimitMeasure/MeasureUnitCode,LaboratoryAccreditationIndicator,LaboratoryAccreditationAuthorityName,TaxonomistAccreditationIndicator,TaxonomistAccreditationAuthorityName,LabSamplePreparationMethod/MethodIdentifier,LabSamplePreparationMethod/MethodIdentifierContext,LabSamplePreparationMethod/MethodName,LabSamplePreparationMethod/MethodQualifierTypeName,LabSamplePreparationMethod/MethodDescriptionText,PreparationStartDate,PreparationStartTime/Time,PreparationStartTime/TimeZoneCode,PreparationEndDate,PreparationEndTime/Time,PreparationEndTime/TimeZoneCode,SubstitutionDilutionFactorNumeric,ProviderName
BMIC_WQX,Bay Mills Indian Community,BMIC_WQX-BP_1082609S,Sample-Routine,Water,,2009-08-26,09:40:00,EST,,,,,0,m,,,,,,BMSWQ,,BMIC_WQX-BP_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BMIC_SCP,BMIC_WQX,Standard Bay Mills SCP Method,,Standard Sample Collection Method for the Bay Mills Indian Community,Water Bottle,,,,,,,,,,,,,,,Total Coliform,Total,2419.6,cfu/100ml,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COLILERT-18,IDEXX,Coliform/E. coli Enzyme substrate test; ONPG-MUG test,0,https://www.nemi.gov/methods/method_summary/5585/,,2009-08-27,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET
BMIC_WQX,Bay Mills Indian Community,BMIC_WQX-MONLK610Sa,Sample-Routine,Water,,2010-06-14,08:44:00,EST,,,,,0,m,,,,,,BMSWQ,,BMIC_WQX-MONLK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BMIC_SCP,BMIC_WQX,Standard Bay Mills SCP Method,,Standard Sample Collection Method for the Bay Mills Indian Community,Water Bottle,,,,,,,,,,,,,,,Total Coliform,Total,17.3,cfu/100ml,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COLILERT-18,IDEXX,Coliform/E. coli Enzyme substrate test; ONPG-MUG test,0,https://www.nemi.gov/methods/method_summary/5585/,,2010-06-15,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET
BMIC_WQX,Bay Mills Indian Community,BMIC_WQX-SPOND610Sb,Quality Control Sample-Field Replicate,Water,,2010-06-17,10:37:00,EST,,,,,0,m,,,,,,BMSWQ,,BMIC_WQX-SPOND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BMIC_SCP,BMIC_WQX,Standard Bay Mills SCP Method,,Standard Sample Collection Method for the Bay Mills Indian Community,Water Bottle,,,,,,,,,,,,,Present Above Quantification Limit,,Total Coliform,Total,,,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COLILERT-18,IDEXX,Coliform/E. coli Enzyme substrate test; ONPG-MUG test,0,https://www.nemi.gov/methods/method_summary/5585/,,2010-06-18,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET
BMIC_WQX,Bay Mills Indian Community,BMIC_WQX-PARAB909Sb,Quality Control Sample-Field Replicate,Water,,2009-09-10,10:35:00,EST,,,,,0,m,,,,,,BMSWQ,,BMIC_WQX-PARAB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BMIC_SCP,BMIC_WQX,Standard Bay Mills SCP Method,,Standard Sample Collection Method for the Bay Mills Indian Community,Water Bottle,,,,,,,,,,,,,,,Total Coliform,Total,866.4,cfu/100ml,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COLILERT-18,IDEXX,Coliform/E. coli Enzyme substrate test; ONPG-MUG test,0,https://www.nemi.gov/methods/method_summary/5585/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET
BMIC_WQX,Bay Mills Indian Community,BMIC_WQX-PAR_1909Sb,Quality Control Sample-Field Replicate,Water,,2009-09-10,09:15:00,EST,,,,,0,m,,,,,,BMSWQ,,BMIC_WQX-PAR1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BMIC_SCP,BMIC_WQX,Standard Bay Mills SCP Method,,Standard Sample Collection Method for the Bay Mills Indian Community,Water Bottle,,,,,,,,,,,,,Present Above Quantification Limit,,Total Coliform,Total,,,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COLILERT-18,IDEXX,Coliform/E. coli Enzyme substrate test; ONPG-MUG test,0,https://www.nemi.gov/methods/method_summary/5585/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET
BMIC_WQX,Bay Mills Indian Community,BMIC_WQX-PARBL909Sa,Sample-Routine,Water,,2009-09-10,09:30:00,EST,,,,,0,m,,,,,,BMSWQ,,BMIC_WQX-PARBL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BMIC_SCP,BMIC_WQX,Standard Bay Mills SCP Method,,Standard Sample Collection Method for the Bay Mills Indian Community,Water Bottle,,,,,,,,,,,,,Present Above Quantification Limit,,Total Coliform,Total,,,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COLILERT-18,IDEXX,Coliform/E. coli Enzyme substrate test; ONPG-MUG test,0,https://www.nemi.gov/methods/method_summary/5585/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET
BMIC_WQX,Bay Mills Indian Community,BMIC_WQX-SUGIS909Sa,Sample-Routine,Water,,2009-09-08,14:40:00,EST,,,,,0,m,,,,,,BMSWQ,,BMIC_WQX-SUGIS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BMIC_SCP,BMIC_WQX,Standard Bay Mills SCP Method,,Standard Sample Collection Method for the Bay Mills Indian Community,Water Bottle,,,,,,,,,,,,,,,Total Coliform,Total,42.6,cfu/100ml,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COLILERT-18,IDEXX,Coliform/E. coli Enzyme substrate test; ONPG-MUG test,0,https://www.nemi.gov/methods/method_summary/5585/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET
BMIC_WQX,Bay Mills Indian Community,BMIC_WQX-WET2909Sb,Quality Control Sample-Field Replicate,Water,,2009-09-09,11:54:00,EST,,,,,0,m,,,,,,BMSWQ,,BMIC_WQX-WET2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BMIC_SCP,BMIC_WQX,Standard Bay Mills SCP Method,,Standard Sample Collection Method for the Bay Mills Indian Community,Water Bottle,,,,,,,,,,,,,Present Above Quantification Limit,,Total Coliform,Total,,,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COLILERT-18,IDEXX,Coliform/E. coli Enzyme substrate test; ONPG-MUG test,0,https://www.nemi.gov/methods/method_summary/5585/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET
BMIC_WQX,Bay Mills Indian Community,BMIC_WQX-BBDP909Sb,Quality Control Sample-Field Replicate,Water,,2009-09-08,10:54:00,EST,,,,,0,m,,,,,,BMSWQ,,BMIC_WQX-BBDP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BMIC_SCP,BMIC_WQX,Standard Bay Mills SCP Method,,Standard Sample Collection Method for the Bay Mills Indian Community,Water Bottle,,,,,,,,,,,,,,,Total Coliform,Total,275.5,cfu/100ml,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COLILERT-18,IDEXX,Coliform/E. coli Enzyme substrate test; ONPG-MUG test,0,https://www.nemi.gov/methods/method_summary/5585/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET
BMIC_WQX,Bay Mills Indian Community,BMIC_WQX-NPOND909Sb,Quality Control Sample-Field Replicate,Water,,2009-09-09,10:49:00,EST,,,,,0,m,,,,,,BMSWQ,,BMIC_WQX-NPOND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BMIC_SCP,BMIC_WQX,Standard Bay Mills SCP Method,,Standard Sample Collection Method for the Bay Mills Indian Community,Water Bottle,,,,,,,,,,,,,,,Total Coliform,Total,1203.3,cfu/100ml,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COLILERT-18,IDEXX,Coliform/E. coli Enzyme substrate test; ONPG-MUG test,0,https://www.nemi.gov/methods/method_summary/5585/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET
BMIC_WQX,Bay Mills Indian Community,BMIC_WQX-PONTY909Sa,Sample-Routine,Water,,2009-09-10,09:40:00,EST,,,,,0,m,,,,,,BMSWQ,,BMIC_WQX-PONTYS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BMIC_SCP,BMIC_WQX,Standard Bay Mills SCP Method,,Standard Sample Collection Method for the Bay Mills Indian Community,Water Bottle,,,,,,,,,,,,,Present Above Quantification Limit,,Total Coliform,Total,,,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COLILERT-18,IDEXX,Coliform/E. coli Enzyme substrate test; ONPG-MUG test,0,https://www.nemi.gov/methods/method_summary/5585/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET
BMIC_WQX,Bay Mills Indian Community,BMIC_WQX-GUM_108410S,Sample-Routine,Water,,2010-08-04,13:20:00,EST,,,,,0,m,,,,,,BMSWQ,,BMIC_WQX-GUM_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BMIC_SCP,BMIC_WQX,Standard Bay Mills SCP Method,,Standard Sample Collection Method for the Bay Mills Indian Community,Water Bottle,,,,,,,,,,,,,,,Total Coliform,Total,307.6,cfu/100ml,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COLILERT-18,IDEXX,Coliform/E. coli Enzyme substrate test; ONPG-MUG test,0,https://www.nemi.gov/methods/method_summary/5585/,,2010-08-05,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET
BMIC_WQX,Bay Mills Indian Community,BMIC_WQX-BP_3082610S,Sample-Routine,Water,,2010-08-26,01:00:00,EST,,,,,0,m,,,,,,BMSWQ,,BMIC_WQX-BP_3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BMIC_SCP,BMIC_WQX,Standard Bay Mills SCP Method,,Standard Sample Collection Method for the Bay Mills Indian Community,Water Bottle,,,,,,,,,,,,,,,Total Coliform,Total,686.7,cfu/100ml,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COLILERT-18,IDEXX,Coliform/E. coli Enzyme substrate test; ONPG-MUG test,0,https://www.nemi.gov/methods/method_summary/5585/,,2010-08-27,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET
BMIC_WQX,Bay Mills Indian Community,BMIC_WQX-GUM_2091410S,Sample-Routine,Water,,2010-09-14,12:30:00,EST,,,,,0,m,,,,,,BMSWQ,,BMIC_WQX-GUM_2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BMIC_SCP,BMIC_WQX,Standard Bay Mills SCP Method,,Standard Sample Collection Method for the Bay Mills Indian Community,Water Bottle,,,,,,,,,,,,,,,Total Coliform,Total,360.9,cfu/100ml,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COLILERT-18,IDEXX,Coliform/E. coli Enzyme substrate test; ONPG-MUG test,0,https://www.nemi.gov/methods/method_summary/5585/,,2010-09-15,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET
BMIC_WQX,Bay Mills Indian Community,BMIC_WQX-SPECLK910Sb,Quality Control Sample-Field Replicate,Water,,2010-09-20,11:07:00,EST,,,,,0,m,,,,,,BMSWQ,,BMIC_WQX-SPECLK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BMIC_SCP,BMIC_WQX,Standard Bay Mills SCP Method,,Standard Sample Collection Method for the Bay Mills Indian Community,Water Bottle,,,,,,,,,,,,,,,Total Coliform,Total,435.2,cfu/100ml,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COLILERT-18,IDEXX,Coliform/E. coli Enzyme substrate test; ONPG-MUG test,0,https://www.nemi.gov/methods/method_summary/5585/,,2010-09-20,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET
BMIC_WQX,Bay Mills Indian Community,BMIC_WQX-WET3609Sa,Sample-Routine,Water,,2009-06-23,13:39:00,EST,,,,,0,m,,,,,,BMSWQ,,BMIC_WQX-WET3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BMIC_SCP,BMIC_WQX,Standard Bay Mills SCP Method,,Standard Sample Collection Method for the Bay Mills Indian Community,Water Bottle,,,,,,,,,,,,,Present Above Quantification Limit,,Total Coliform,Total,,,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COLILERT-18,IDEXX,Coliform/E. coli Enzyme substrate test; ONPG-MUG test,0,https://www.nemi.gov/methods/method_summary/5585/,,2009-06-24,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET
BMIC_WQX,Bay Mills Indian Community,BMIC_WQX-BBWR609Sb,Quality Control Sample-Field Replicate,Water,,2009-06-23,09:59:00,EST,,,,,0,m,,,,,,BMSWQ,,BMIC_WQX-BBWR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BMIC_SCP,BMIC_WQX,Standard Bay Mills SCP Method,,Standard Sample Collection Method for the Bay Mills Indian Community,Water Bottle,,,,,,,,,,,,,,,Total Coliform,Total,14.8,cfu/100ml,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COLILERT-18,IDEXX,Coliform/E. coli Enzyme substrate test; ONPG-MUG test,0,https://www.nemi.gov/methods/method_summary/5585/,,2009-06-24,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET
BMIC_WQX,Bay Mills Indian Community,BMIC_WQX-WET1609Sa,Sample-Routine,Water,,2009-06-23,14:44:00,EST,,,,,0,m,,,,,,BMSWQ,,BMIC_WQX-WET1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BMIC_SCP,BMIC_WQX,Standard Bay Mills SCP Method,,Standard Sample Collection Method for the Bay Mills Indian Community,Water Bottle,,,,,,,,,,,,,,,Total Coliform,Total,2419.6,cfu/100ml,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COLILERT-18,IDEXX,Coliform/E. coli Enzyme substrate test; ONPG-MUG test,0,https://www.nemi.gov/methods/method_summary/5585/,,2009-06-24,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET
BMIC_WQX,Bay Mills Indian Community,BMIC_WQX-BB911Sb,Quality Control Sample-Field Replicate,Water,,2011-09-12,11:00:00,EST,,,,,0,m,,,,,,BMSWQ,,BMIC_WQX-BB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BMIC_SCP,BMIC_WQX,Standard Bay Mills SCP Method,,Standard Sample Collection Method for the Bay Mills Indian Community,Water Bottle,,,,,,,,,,,,,,,Total Coliform,Total,488.4,cfu/100ml,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COLILERT-18,IDEXX,Coliform/E. coli Enzyme substrate test; ONPG-MUG test,0,https://www.nemi.gov/methods/method_summary/5585/,,2011-09-12,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET
BMIC_WQX,Bay Mills Indian Community,BMIC_WQX-SPECLK611Sa,Sample-Routine,Water,,2011-06-14,08:28:00,EST,,,,,0,m,,,,,,BMSWQ,,BMIC_WQX-SPECLK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BMIC_SCP,BMIC_WQX,Standard Bay Mills SCP Method,,Standard Sample Collection Method for the Bay Mills Indian Community,Water Bottle,,,,,,,,,,,,,,,Total Coliform,Total,260.25,cfu/100ml,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COLILERT-18,IDEXX,Coliform/E. coli Enzyme substrate test; ONPG-MUG test,0,https://www.nemi.gov/methods/method_summary/5585/,,2011-06-15,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET
BMIC_WQX,Bay Mills Indian Community,BMIC_WQX-GUM_2071311S,Sample-Routine,Water,,2011-07-13,08:00:00,EST,,,,,0,m,,,,,,BMSWQ,,BMIC_WQX-GUM_2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BMIC_SCP,BMIC_WQX,Standard Bay Mills SCP Method,,Standard Sample Collection Method for the Bay Mills Indian Community,Water Bottle,,,,,,,,,,,,,,,Total Coliform,Total,547.5,cfu/100ml,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COLILERT-18,IDEXX,Coliform/E. coli Enzyme substrate test; ONPG-MUG test,0,https://www.nemi.gov/methods/method_summary/5585/,,2011-07-14,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET
BMIC_WQX,Bay Mills Indian Community,BMIC_WQX-BP_1082311S,Sample-Routine,Water,,2011-08-23,01:20:00,EST,,,,,0,m,,,,,,BMSWQ,,BMIC_WQX-BP_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BMIC_SCP,BMIC_WQX,Standard Bay Mills SCP Method,,Standard Sample Collection Method for the Bay Mills Indian Community,Water Bottle,,,,,,,,,,,,,,,Total Coliform,Total,142.1,cfu/100ml,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COLILERT-18,IDEXX,Coliform/E. coli Enzyme substrate test; ONPG-MUG test,0,https://www.nemi.gov/methods/method_summary/5585/,,2011-08-24,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET
BMIC_WQX,Bay Mills Indian Community,BMIC_WQX-BB611Sa,Sample-Routine,Water,,2011-06-14,14:19:00,EST,,,,,0,m,,,,,,BMSWQ,,BMIC_WQX-BB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BMIC_SCP,BMIC_WQX,Standard Bay Mills SCP Method,,Standard Sample Collection Method for the Bay Mills Indian Community,Water Bottle,,,,,,,,,,,,,,,Total Coliform,Total,70.27,cfu/100ml,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COLILERT-18,IDEXX,Coliform/E. coli Enzyme substrate test; ONPG-MUG test,0,https://www.nemi.gov/methods/method_summary/5585/,,2011-06-15,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET
BMIC_WQX,Bay Mills Indian Community,BMIC_WQX-BP_2081011S,Sample-Routine,Water,,2011-08-10,12:30:00,EST,,,,,0,m,,,,,,BMSWQ,,BMIC_WQX-BP_2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BMIC_SCP,BMIC_WQX,Standard Bay Mills SCP Method,,Standard Sample Collection Method for the Bay Mills Indian Community,Water Bottle,,,,,,,,,,,,,Present Above Quantification Limit,,Total Coliform,Total,,,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COLILERT-18,IDEXX,Coliform/E. coli Enzyme substrate test; ONPG-MUG test,0,https://www.nemi.gov/methods/method_summary/5585/,,2011-08-10,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET
BMIC_WQX,Bay Mills Indian Community,BMIC_WQX-SMRSH611Sb,Quality Control Sample-Field Replicate,Water,,2011-06-15,09:51:00,EST,,,,,0,m,,,,,,BMSWQ,,BMIC_WQX-SMRSH,"Colifrom count- 10, E.coli count-1.4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BMIC_SCP,BMIC_WQX,Standard Bay Mills SCP Method,,Standard Sample Collection Method for the Bay Mills Indian Community,Water Bottle,,,,,,,,,,,,,,,Total Coliform,Total,15.8,cfu/100ml,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COLILERT-18,IDEXX,Coliform/E. coli Enzyme substrate test; ONPG-MUG test,0,https://www.nemi.gov/methods/method_summary/5585/,,2011-06-16,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET
BMIC_WQX,Bay Mills Indian Community,BMIC_WQX-BP_1080811S,Sample-Routine,Water,,2011-08-08,10:30:00,EST,,,,,0,m,,,,,,BMSWQ,,BMIC_WQX-BP_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BMIC_SCP,BMIC_WQX,Standard Bay Mills SCP Method,,Standard Sample Collection Method for the Bay Mills Indian Community,Water Bottle,,,,,,,,,,,,,,,Total Coliform,Total,648.8,cfu/100ml,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COLILERT-18,IDEXX,Coliform/E. coli Enzyme substrate test; ONPG-MUG test,0,https://www.nemi.gov/methods/method_summary/5585/,,2011-08-09,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET
BMIC_WQX,Bay Mills Indian Community,BMIC_WQX-GUM_1072011S,Sample-Routine,Water,,2011-07-20,08:00:00,EST,,,,,0,m,,,,,,BMSWQ,,BMIC_WQX-GUM_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BMIC_SCP,BMIC_WQX,Standard Bay Mills SCP Method,,Standard Sample Collection Method for the Bay Mills Indian Community,Water Bottle,,,,,,,,,,,,,,,Total Coliform,Total,249.5,cfu/100ml,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COLILERT-18,IDEXX,Coliform/E. coli Enzyme substrate test; ONPG-MUG test,0,https://www.nemi.gov/methods/method_summary/5585/,,2011-07-21,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET
BMIC_WQX,Bay Mills Indian Community,BMIC_WQX-BBDP911Sa,Sample-Routine,Water,,2011-09-12,10:00:00,EST,,,,,0,m,,,,,,BMSWQ,,BMIC_WQX-BBDP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BMIC_SCP,BMIC_WQX,Standard Bay Mills SCP Method,,Standard Sample Collection Method for the Bay Mills Indian Community,Water Bottle,,,,,,,,,,,,,,,Total Coliform,Total,1553.12,cfu/100ml,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COLILERT-18,IDEXX,Coliform/E. coli Enzyme substrate test; ONPG-MUG test,0,https://www.nemi.gov/methods/method_summary/5585/,,2011-09-12,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET
BMIC_WQX,Bay Mills Indian Community,BMIC_WQX-NPOND911Sa,Sample-Routine,Water,,2011-09-15,08:30:00,EST,,,,,0,m,,,,,,BMSWQ,,BMIC_WQX-NPOND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BMIC_SCP,BMIC_WQX,Standard Bay Mills SCP Method,,Standard Sample Collection Method for the Bay Mills Indian Community,Water Bottle,,,,,,,,,,,,,,,Total Coliform,Total,1732.89,cfu/100ml,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COLILERT-18,IDEXX,Coliform/E. coli Enzyme substrate test; ONPG-MUG test,0,https://www.nemi.gov/methods/method_summary/5585/,,2011-09-15,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET
