X,Y,Name,description,timestamp,begin,end,altitudeMode,tessellate,extrude,visibility,drawOrder,icon,Organization_Formal_Name,Organization_Identifier,Monitoring_Location_Identifier,Monitoring_Location_Name,Monitoring_Location_Type_Name,Monitoring_Location_Description_Text,HUC_Eight_Digit_Code
-83.8321128,42.9538969,"W BRANCH SWARTZ CRAT MORRISH ROAD;CITY OF SWARTZ CR",,,,,,-1,-1,-1,,,Michigan Department of Environmental Quality,21MICH,21MICH-250331,"W BRANCH SWARTZ CRAT MORRISH ROAD;CITY OF SWARTZ CR",River/Stream,"W BRANCH SWARTZ CRAT MORRISH ROAD;CITY OF SWARTZ CR",04080204
-83.8110011,42.9613978,"WEST BRANCH SWARTZ CREEK AT ELMS ROAD.; CITY OF SWARTZ CR",,,,,,-1,-1,-1,,,Michigan Department of Environmental Quality,21MICH,21MICH-250332,"WEST BRANCH SWARTZ CREEK AT ELMS ROAD.; CITY OF SWARTZ CR",River/Stream,"WEST BRANCH SWARTZ CREEK AT ELMS ROAD.; CITY OF SWARTZ CR",04080204
-83.7818341,42.9725087,"W. BR. SWARTZ CRK. AT DYE ROAD.; FLINT TOWNSHIP, SEC 32",,,,,,-1,-1,-1,,,Michigan Department of Environmental Quality,21MICH,21MICH-250333,"W. BR. SWARTZ CRK. AT DYE ROAD.; FLINT TOWNSHIP, SEC 32",River/Stream,"W. BR. SWARTZ CRK. AT DYE ROAD.; FLINT TOWNSHIP, SEC 32",04080204
-83.7326643,42.9880636,"SWARTZ CRK. AT BALLENGER HWY.; CITY OF FLINT",,,,,,-1,-1,-1,,,Michigan Department of Environmental Quality,21MICH,21MICH-250334,"SWARTZ CRK. AT BALLENGER HWY.; CITY OF FLINT",River/Stream,"SWARTZ CRK. AT BALLENGER HWY.; CITY OF FLINT",04080204
-83.7071084,42.9994525,"SWARTZ CRK. AT HAMMERBERG ROAD.; CITY OF FLINT",,,,,,-1,-1,-1,,,Michigan Department of Environmental Quality,21MICH,21MICH-250335,"SWARTZ CRK. AT HAMMERBERG ROAD.; CITY OF FLINT",River/Stream,"SWARTZ CRK. AT HAMMERBERG ROAD.; CITY OF FLINT",04080204
-83.69322,42.9741746,"CARMAN CREEK AT BRISTOL ROAD; CITY OF FLINT",,,,,,-1,-1,-1,,,Michigan Department of Environmental Quality,21MICH,21MICH-250337,"CARMAN CREEK AT BRISTOL ROAD; CITY OF FLINT",River/Stream,"CARMAN CREEK AT BRISTOL ROAD; CITY OF FLINT",04080204
-83.7059984,42.9852866,"CARMAN CREEK AT CRESTBOOK LN.; CITY OF FLINT",,,,,,-1,-1,-1,,,Michigan Department of Environmental Quality,21MICH,21MICH-250338,"CARMAN CREEK AT CRESTBOOK LN.; CITY OF FLINT",River/Stream,"CARMAN CREEK AT CRESTBOOK LN.; CITY OF FLINT",04080204
-83.7104426,42.9927856,"CARMAN CREEK AT M-78.; CITY OF FLINT",,,,,,-1,-1,-1,,,Michigan Department of Environmental Quality,21MICH,21MICH-250339,"CARMAN CREEK AT M-78.; CITY OF FLINT",River/Stream,"CARMAN CREEK AT M-78.; CITY OF FLINT",04080204
-83.5971048,42.9355638,"THREAD CREEK AT BELSAY ROAD; GRAND BLANC TOWNSHIP, SEC 11",,,,,,-1,-1,-1,,,Michigan Department of Environmental Quality,21MICH,21MICH-250340,"THREAD CREEK AT BELSAY ROAD; GRAND BLANC TOWNSHIP, SEC 11",River/Stream,"THREAD CREEK AT BELSAY ROAD; GRAND BLANC TOWNSHIP, SEC 11",04080204
-83.6457184,42.9450088,"THREAD CREEK AT HILL ROAD; GRAND BLANC TOWNSHIP, SEC 04",,,,,,-1,-1,-1,,,Michigan Department of Environmental Quality,21MICH,21MICH-250341,"THREAD CREEK AT HILL ROAD; GRAND BLANC TOWNSHIP, SEC 04",River/Stream,"THREAD CREEK AT HILL ROAD; GRAND BLANC TOWNSHIP, SEC 04",04080204
-83.6437724,42.9605647,"THREAD CREEK AT MAPLE AVE; BURTON TOWNSHIP, SEC 33",,,,,,-1,-1,-1,,,Michigan Department of Environmental Quality,21MICH,21MICH-250342,"THREAD CREEK AT MAPLE AVE; BURTON TOWNSHIP, SEC 33",River/Stream,"THREAD CREEK AT MAPLE AVE; BURTON TOWNSHIP, SEC 33",04080204
-83.6540506,42.9986195,"THREAD CREEK AT DORT HWY; CITY OF FLINT",,,,,,-1,-1,-1,,,Michigan Department of Environmental Quality,21MICH,21MICH-250343,"THREAD CREEK AT DORT HWY; CITY OF FLINT",River/Stream,"THREAD CREEK AT DORT HWY; CITY OF FLINT",04080204
-83.693497,43.0033415,"THREAD CREEK AT FENTON ROAD; CITY OF FLINT",,,,,,-1,-1,-1,,,Michigan Department of Environmental Quality,21MICH,21MICH-250344,"THREAD CREEK AT FENTON ROAD; CITY OF FLINT",River/Stream,"THREAD CREEK AT FENTON ROAD; CITY OF FLINT",04080204
-83.872114,43.0727852,"FLINT RIVER OFF CEDARDALE LANE. RIVERSIDE PARK; FLUSHING TOW",,,,,,-1,-1,-1,,,Michigan Department of Environmental Quality,21MICH,21MICH-250347,"FLINT RIVER OFF CEDARDALE LANE. RIVERSIDE PARK; FLUSHING TOW",River/Stream,"FLINT RIVER OFF CEDARDALE LANE. RIVERSIDE PARK; FLUSHING TOWNSHIP SEC 27",04080204
-83.8279469,42.8100098,"SHIAWASSEE LAKE CENT BASIN;ARGENTINE TOWNSHIP SEC26",,,,,,-1,-1,-1,,,Michigan Department of Environmental Quality,21MICH,21MICH-250348,"SHIAWASSEE LAKE CENT BASIN;ARGENTINE TOWNSHIP SEC26",Lake,"SHIAWASSEE LAKE CENT BASIN;ARGENTINE TOWNSHIP SEC26",04080203
-83.7837774,42.8022318,"BYRAM LAKE IN SOUTHEAST BASIN; FENTON TOWNSHIP, SEC. 29",,,,,,-1,-1,-1,,,Michigan Department of Environmental Quality,21MICH,21MICH-250363,"BYRAM LAKE IN SOUTHEAST BASIN; FENTON TOWNSHIP, SEC. 29",Lake,"BYRAM LAKE IN SOUTHEAST BASIN; FENTON TOWNSHIP, SEC. 29",04080203
-83.7904447,42.8038978,"BYRAM LAKE-E. CENTRAL BASIN; FENTON TOWNSHIP, SEC 30",,,,,,-1,-1,-1,,,Michigan Department of Environmental Quality,21MICH,21MICH-250364,"BYRAM LAKE-E. CENTRAL BASIN; FENTON TOWNSHIP, SEC 30",Lake,"BYRAM LAKE-E. CENTRAL BASIN; FENTON TOWNSHIP, SEC 30",04080203
-83.7946118,42.8063978,"BYRAM LAKE-W. CENTRAL BASIN; FENTON TOWNSHIP, SEC 30",,,,,,-1,-1,-1,,,Michigan Department of Environmental Quality,21MICH,21MICH-250365,"BYRAM LAKE-W. CENTRAL BASIN; FENTON TOWNSHIP, SEC 30",Lake,"BYRAM LAKE-W. CENTRAL BASIN; FENTON TOWNSHIP, SEC 30",04080203
-83.7076638,42.8255646,"FENTON LAKE IN SOUTH BASIN; FENTON TOWNSHIP, SEC. 23",,,,,,-1,-1,-1,,,Michigan Department of Environmental Quality,21MICH,21MICH-250371,"FENTON LAKE IN SOUTH BASIN; FENTON TOWNSHIP, SEC. 23",Lake,"FENTON LAKE IN SOUTH BASIN; FENTON TOWNSHIP, SEC. 23",04080203
-83.8221125,42.9130651,"KIMBALL DR AT GRAND BLANC ROAD.; GAINES TOWNSHIP SEC 13",,,,,,-1,-1,-1,,,Michigan Department of Environmental Quality,21MICH,21MICH-250377,"KIMBALL DR AT GRAND BLANC ROAD.; GAINES TOWNSHIP SEC 13",River/Stream,"KIMBALL DR AT GRAND BLANC ROAD.; GAINES TOWNSHIP SEC 13",04080204
-83.8410022,42.9113972,"SLOCUM DR. AT GRAND BLANC ROAD.; GAINES TOWNSHIP SEC 14",,,,,,-1,-1,-1,,,Michigan Department of Environmental Quality,21MICH,21MICH-250378,"SLOCUM DR. AT GRAND BLANC ROAD.; GAINES TOWNSHIP SEC 14",River/Stream,"SLOCUM DR. AT GRAND BLANC ROAD.; GAINES TOWNSHIP SEC 14",04080204
-83.519879,43.0077853,"GRIFFIN LAKE-CENTRAL BASIN; DAVISON TOWNSHIP, SEC 16",,,,,,-1,-1,-1,,,Michigan Department of Environmental Quality,21MICH,21MICH-250379,"GRIFFIN LAKE-CENTRAL BASIN; DAVISON TOWNSHIP, SEC 16",Lake,"GRIFFIN LAKE-CENTRAL BASIN; DAVISON TOWNSHIP, SEC 16",04080204
-83.8346139,42.9272311,"KIMBALL DRAIN AT REID ROAD; GAINES TOWNSHIP., SEC 11",,,,,,-1,-1,-1,,,Michigan Department of Environmental Quality,21MICH,21MICH-250383,"KIMBALL DRAIN AT REID ROAD; GAINES TOWNSHIP., SEC 11",River/Stream,"KIMBALL DRAIN AT REID ROAD; GAINES TOWNSHIP., SEC 11",04080204
-83.9068384,42.9126472,"JONES CR AT GRAND BLANC ROAD.; GAINES TOWNSHIP., SEC 17",,,,,,-1,-1,-1,,,Michigan Department of Environmental Quality,21MICH,21MICH-250385,"JONES CR AT GRAND BLANC ROAD.; GAINES TOWNSHIP., SEC 17",River/Stream,"JONES CR AT GRAND BLANC ROAD.; GAINES TOWNSHIP., SEC 17",04080203
-83.8854472,43.2077845,"FLINT RIVER AT KEE WAH DIN FARMS; MONTROSE TOWNSHIP, SEC 04",,,,,,-1,-1,-1,,,Michigan Department of Environmental Quality,21MICH,21MICH-250386,"FLINT RIVER AT KEE WAH DIN FARMS; MONTROSE TOWNSHIP, SEC 04",River/Stream,"FLINT RIVER AT KEE WAH DIN FARMS; MONTROSE TOWNSHIP, SEC 04",04080204
-83.7735006,43.0386203,"FLINT RIVER AT LINDEN ROAD BRIDGE; FLINT TOWNSHIP, SEC 05",,,,,,-1,-1,-1,,,Michigan Department of Environmental Quality,21MICH,21MICH-250387,"FLINT RIVER AT LINDEN ROAD BRIDGE; FLINT TOWNSHIP, SEC 05",River/Stream,"FLINT RIVER AT LINDEN ROAD BRIDGE; FLINT TOWNSHIP, SEC 05",04080204
-83.9090607,42.797232,"SOUTH BRANCH SHIAW. RIVER AT LILLIE ROAD; ARGENTINE TOWNSHIP",,,,,,-1,-1,-1,,,Michigan Department of Environmental Quality,21MICH,21MICH-250388,"SOUTH BRANCH SHIAW. RIVER AT LILLIE ROAD; ARGENTINE TOWNSHIP",River/Stream,"SOUTH BRANCH SHIAW. RIVER AT LILLIE ROAD; ARGENTINE TOWNSHIP SEC30",04080203
-83.6568296,43.0563961,"KEARSLEY CREEK AT BRANCH ROAD; GENESEE TOWNSHIP, SEC 32",,,,,,-1,-1,-1,,,Michigan Department of Environmental Quality,21MICH,21MICH-250389,"KEARSLEY CREEK AT BRANCH ROAD; GENESEE TOWNSHIP, SEC 32",River/Stream,"KEARSLEY CREEK AT BRANCH ROAD; GENESEE TOWNSHIP, SEC 32",04080204
-83.7965556,42.9687598,"SWARTZ CR 25M UPST GM PARTS D;FLINT TOWNSHIP SEC31",,,,,,-1,-1,-1,,,Michigan Department of Environmental Quality,21MICH,21MICH-250391,"SWARTZ CR 25M UPST GM PARTS D;FLINT TOWNSHIP SEC31",River/Stream,"SWARTZ CR 25M UPST GM PARTS D;FLINT TOWNSHIP SEC31",04080204
-83.7276652,42.9738967,"CALL DRN NEAR BRISTOL ROAD AND I75; FLINT TOWNSHIP SEC26",,,,,,-1,-1,-1,,,Michigan Department of Environmental Quality,21MICH,21MICH-250392,"CALL DRN NEAR BRISTOL ROAD AND I75; FLINT TOWNSHIP SEC26",River/Stream,"CALL DRN NEAR BRISTOL ROAD AND I75; FLINT TOWNSHIP SEC26",04080204
-83.7154417,42.9911196,"SWARTZ CRATGOLF CRSE UPS CHEV;FLINT TOWNSHIP SEC23",,,,,,-1,-1,-1,,,Michigan Department of Environmental Quality,21MICH,21MICH-250393,"SWARTZ CRATGOLF CRSE UPS CHEV;FLINT TOWNSHIP SEC23",River/Stream,"SWARTZ CRATGOLF CRSE UPS CHEV;FLINT TOWNSHIP SEC23",04080204
-83.7387766,42.9852866,"CALL DRAIN 30M UPSTR SWARTZ CR; FLINT TOWNSHIP SEC 26",,,,,,-1,-1,-1,,,Michigan Department of Environmental Quality,21MICH,21MICH-250394,"CALL DRAIN 30M UPSTR SWARTZ CR; FLINT TOWNSHIP SEC 26",River/Stream,"CALL DRAIN 30M UPSTR SWARTZ CR; FLINT TOWNSHIP SEC 26",04080204
-83.7146087,42.9916746,"SWARTZ CR DNST CHEVY ASSEM; FLINT TOWNSHIP SEC23",,,,,,-1,-1,-1,,,Michigan Department of Environmental Quality,21MICH,21MICH-250395,"SWARTZ CR DNST CHEVY ASSEM; FLINT TOWNSHIP SEC23",River/Stream,"SWARTZ CR DNST CHEVY ASSEM; FLINT TOWNSHIP SEC23",04080204
-83.6973861,42.9805636,"CARMEN CREEK AT HEMPHILL ROAD; FLINT TOWNSHIP., SEC 25",,,,,,-1,-1,-1,,,Michigan Department of Environmental Quality,21MICH,21MICH-250396,"CARMEN CREEK AT HEMPHILL ROAD; FLINT TOWNSHIP., SEC 25",River/Stream,"CARMEN CREEK AT HEMPHILL ROAD; FLINT TOWNSHIP., SEC 25",04080204
-83.7151637,42.9938966,"CARMON CR AT CONFL SWARTZ CR.; FLINT TOWNSHIP, SEC 23",,,,,,-1,-1,-1,,,Michigan Department of Environmental Quality,21MICH,21MICH-250397,"CARMON CR AT CONFL SWARTZ CR.; FLINT TOWNSHIP, SEC 23",River/Stream,"CARMON CR AT CONFL SWARTZ CR.; FLINT TOWNSHIP, SEC 23",04080204
-83.7151637,42.9944525,"SWARTZ CR 70M DNST CARMON CR.; FLINT TOWNSHIP, SEC 23",,,,,,-1,-1,-1,,,Michigan Department of Environmental Quality,21MICH,21MICH-250398,"SWARTZ CR 70M DNST CARMON CR.; FLINT TOWNSHIP, SEC 23",River/Stream,"SWARTZ CR 70M DNST CARMON CR.; FLINT TOWNSHIP, SEC 23",04080204
-83.6962751,43.0058415,"SWARTZ CREEK AT CEDAR STREET; CITY OF FLINT",,,,,,-1,-1,-1,,,Michigan Department of Environmental Quality,21MICH,21MICH-250399,"SWARTZ CREEK AT CEDAR STREET; CITY OF FLINT",River/Stream,"SWARTZ CREEK AT CEDAR STREET; CITY OF FLINT",04080204
-83.7434987,42.9826466,"SWARTZ CR 1200FT UPSTR CALL DR; FLINT TOWNSHIP SEC 27",,,,,,-1,-1,-1,,,Michigan Department of Environmental Quality,21MICH,21MICH-250400,"SWARTZ CR 1200FT UPSTR CALL DR; FLINT TOWNSHIP SEC 27",River/Stream,"SWARTZ CR 1200FT UPSTR CALL DR; FLINT TOWNSHIP SEC 27",04080204
-83.8193344,42.9102862,"KIMBALL DRN AT BEERS ROAD; GAINES TOWNSHIP., SEC. 24",,,,,,-1,-1,-1,,,Michigan Department of Environmental Quality,21MICH,21MICH-250401,"KIMBALL DRN AT BEERS ROAD; GAINES TOWNSHIP., SEC. 24",River/Stream,"KIMBALL DRN AT BEERS ROAD; GAINES TOWNSHIP., SEC. 24",04080204
-83.7721117,42.9708417,"W. BR. SWARTZ CR. AT LINDEN ROAD; FLINT TOWNSHIP SEC 33",,,,,,-1,-1,-1,,,Michigan Department of Environmental Quality,21MICH,21MICH-250402,"W. BR. SWARTZ CR. AT LINDEN ROAD; FLINT TOWNSHIP SEC 33",River/Stream,"W. BR. SWARTZ CR. AT LINDEN ROAD; FLINT TOWNSHIP SEC 33",04080204
-83.7954446,42.928481,"LUM DRAIN AT REID ROAD; MUNDY TOWNSHIP., SEC. 7",,,,,,-1,-1,-1,,,Michigan Department of Environmental Quality,21MICH,21MICH-250403,"LUM DRAIN AT REID ROAD; MUNDY TOWNSHIP., SEC. 7",River/Stream,"LUM DRAIN AT REID ROAD; MUNDY TOWNSHIP., SEC. 7",04080204
-83.7958627,42.8988982,"KIMBALL DRAIN AT COOK ROAD; MUNDY TOWNSHIP., SEC. 19",,,,,,-1,-1,-1,,,Michigan Department of Environmental Quality,21MICH,21MICH-250404,"KIMBALL DRAIN AT COOK ROAD; MUNDY TOWNSHIP., SEC. 19",River/Stream,"KIMBALL DRAIN AT COOK ROAD; MUNDY TOWNSHIP., SEC. 19",04080204
-83.8471134,42.8983423,"SLOCUM DRAIN AT COOK ROAD; GAINES TOWNSHIP., SEC 23",,,,,,-1,-1,-1,,,Michigan Department of Environmental Quality,21MICH,21MICH-250405,"SLOCUM DRAIN AT COOK ROAD; GAINES TOWNSHIP., SEC 23",River/Stream,"SLOCUM DRAIN AT COOK ROAD; GAINES TOWNSHIP., SEC 23",04080204
-83.8735033,42.8838974,"JONES CREEK AT BALDWIN ROAD; GAINES TOWNSHIP., SEC 28",,,,,,-1,-1,-1,,,Michigan Department of Environmental Quality,21MICH,21MICH-250406,"JONES CREEK AT BALDWIN ROAD; GAINES TOWNSHIP., SEC 28",River/Stream,"JONES CREEK AT BALDWIN ROAD; GAINES TOWNSHIP., SEC 28",04080203
-83.8415572,42.9108422,"SLOCUM DR EDGE OF WOODS; GAINES TOWNSHIP, SEC. 23",,,,,,-1,-1,-1,,,Michigan Department of Environmental Quality,21MICH,21MICH-250407,"SLOCUM DR EDGE OF WOODS; GAINES TOWNSHIP, SEC. 23",River/Stream,"SLOCUM DR EDGE OF WOODS; GAINES TOWNSHIP, SEC. 23",04080204
-83.8398922,42.9088972,"SLOCUM DR 1ST BEND BELOW BRIDGE; GAINES TOWNSHIP, SEC 23",,,,,,-1,-1,-1,,,Michigan Department of Environmental Quality,21MICH,21MICH-250408,"SLOCUM DR 1ST BEND BELOW BRIDGE; GAINES TOWNSHIP, SEC 23",River/Stream,"SLOCUM DR 1ST BEND BELOW BRIDGE; GAINES TOWNSHIP, SEC 23",04080204
-83.8412792,42.9066752,"SLOCUM DR AT BRIDGE CTR OF SEC; GAINES TOWNSHIP, SEC 23",,,,,,-1,-1,-1,,,Michigan Department of Environmental Quality,21MICH,21MICH-250409,"SLOCUM DR AT BRIDGE CTR OF SEC; GAINES TOWNSHIP, SEC 23",River/Stream,"SLOCUM DR AT BRIDGE CTR OF SEC; GAINES TOWNSHIP, SEC 23",04080204
-83.8421142,42.9038972,"SLOCUM DRN 300F ABV TILE OUT;GAINES TOWNSHIP SEC23",,,,,,-1,-1,-1,,,Michigan Department of Environmental Quality,21MICH,21MICH-250410,"SLOCUM DRN 300F ABV TILE OUT;GAINES TOWNSHIP SEC23",River/Stream,"SLOCUM DRN 300F ABV TILE OUT;GAINES TOWNSHIP SEC23",04080204
-83.8651699,42.9861197,"SPRAGUE DRN AT LENNON ROAD; CLAYTON TOWNSHIP., SEC 22",,,,,,-1,-1,-1,,,Michigan Department of Environmental Quality,21MICH,21MICH-250411,"SPRAGUE DRN AT LENNON ROAD; CLAYTON TOWNSHIP., SEC 22",River/Stream,"SPRAGUE DRN AT LENNON ROAD; CLAYTON TOWNSHIP., SEC 22",04080204
-83.8304461,42.7866759,"LOBDELL LAKE E-CENT BASIN; ARGENTINE TOWNSHIP., SEC 35",,,,,,-1,-1,-1,,,Michigan Department of Environmental Quality,21MICH,21MICH-250412,"LOBDELL LAKE E-CENT BASIN; ARGENTINE TOWNSHIP., SEC 35",Lake,"LOBDELL LAKE E-CENT BASIN; ARGENTINE TOWNSHIP., SEC 35",04080203
-83.7051648,42.7948708,"SHIAWASSEE RIVER AT FENTON ROAD.; FENTON TOWNSHIP. SEC. 36",,,,,,-1,-1,-1,,,Michigan Department of Environmental Quality,21MICH,21MICH-250415,"SHIAWASSEE RIVER AT FENTON ROAD.; FENTON TOWNSHIP. SEC. 36",River/Stream,"SHIAWASSEE RIVER AT FENTON ROAD.; FENTON TOWNSHIP. SEC. 36",04080203
-83.6334947,43.0983409,"CS MOTT IMP. IN W.CENT. BASIN,GENESEE TOWNSHIP,SEC 15",,,,,,-1,-1,-1,,,Michigan Department of Environmental Quality,21MICH,21MICH-250416,"CS MOTT IMP. IN W.CENT. BASIN,GENESEE TOWNSHIP,SEC 15",Lake,"CS MOTT IMP. IN W.CENT. BASIN,GENESEE TOWNSHIP,SEC 15",04080204
-83.6693291,43.0002855,"THREAD LAKE IN CENTRAL BASIN, CITY OF FLINT, SEC 02",,,,,,-1,-1,-1,,,Michigan Department of Environmental Quality,21MICH,21MICH-250417,"THREAD LAKE IN CENTRAL BASIN, CITY OF FLINT, SEC 02",Lake,"THREAD LAKE IN CENTRAL BASIN, CITY OF FLINT, SEC 02",04080204
-83.7073878,42.8275096,"FENTON LAKE IN SOUTH PART; FENTON TOWNSHIP., SEC. 14",,,,,,-1,-1,-1,,,Michigan Department of Environmental Quality,21MICH,21MICH-250441,"FENTON LAKE IN SOUTH PART; FENTON TOWNSHIP., SEC. 14",Lake,"FENTON LAKE IN SOUTH PART; FENTON TOWNSHIP., SEC. 14",04080203
-83.4626558,43.1125076,HOLLOWAY RES. IN S.CENT.BAS. RICHFIELD TOWNSHIP SEC12,,,,,,-1,-1,-1,,,Michigan Department of Environmental Quality,21MICH,21MICH-250444,HOLLOWAY RES. IN S.CENT.BAS. RICHFIELD TOWNSHIP SEC12,Lake,HOLLOWAY RES. IN S.CENT.BAS. RICHFIELD TOWNSHIP SEC12,04080204
-83.7738447,43.0393543,"FLINT RIVER AT FLUSHING/LINDEN ROAD; T07N R06E SEC 05",,,,,,-1,-1,-1,,,Michigan Department of Environmental Quality,21MICH,21MICH-250455,"FLINT RIVER AT FLUSHING/LINDEN ROAD; T07N R06E SEC 05",River/Stream,"FLINT RIVER AT FLUSHING/LINDEN ROAD; T07N R06E SEC 05",04080204
-83.5834279,43.1444435,"BUTTERNUT CREEK AT VASSER ROAD; T09N R07E S36",,,,,,-1,-1,-1,,,Michigan Department of Environmental Quality,21MICH,21MICH-250456,"BUTTERNUT CREEK AT VASSER ROAD; T09N R07E S36",River/Stream,"BUTTERNUT CREEK AT VASSER ROAD; T09N R07E S36",04080204
-83.5324967,42.882965,"FLINT RIVER AT GALE ROAD; T08N R08E SEC 16",,,,,,-1,-1,-1,,,Michigan Department of Environmental Quality,21MICH,21MICH-250457,"FLINT RIVER AT GALE ROAD; T08N R08E SEC 16",River/Stream,"FLINT RIVER AT GALE ROAD; T08N R08E SEC 16",04080204
-83.8601375,43.117534,"FLINT RIVER AT MT. MORRIS ROAD; T08N R05E SEC 10",,,,,,-1,-1,-1,,,Michigan Department of Environmental Quality,21MICH,21MICH-250458,"FLINT RIVER AT MT. MORRIS ROAD; T08N R05E SEC 10",River/Stream,"FLINT RIVER AT MT. MORRIS ROAD; T08N R05E SEC 10",04080204
-83.7201931,42.914705,"SWARTZ CREEK AT UPSTREAM OF GRAND BLANC; T06N R06E S23",,,,,,-1,-1,-1,,,Michigan Department of Environmental Quality,21MICH,21MICH-250459,"SWARTZ CREEK AT UPSTREAM OF GRAND BLANC; T06N R06E S23",River/Stream,"SWARTZ CREEK AT UPSTREAM OF GRAND BLANC; T06N R06E S23",04080204
-83.718253,42.9000951,"INDIAN CREEK AT DOWNSTREAM OF GRAND BLANC; T06N R06E S26",,,,,,-1,-1,-1,,,Michigan Department of Environmental Quality,21MICH,21MICH-250460,"INDIAN CREEK AT DOWNSTREAM OF GRAND BLANC; T06N R06E S26",River/Stream,"INDIAN CREEK AT DOWNSTREAM OF GRAND BLANC; T06N R06E S26",04080204
-83.7252964,42.8151719,"SHIAWASSEE RIVER, GENESSEE COUNTY, LONG LAKE ROAD AT I-23, S",,,,,,-1,-1,-1,,,Michigan Department of Environmental Quality,21MICH,21MICH-250461,"SHIAWASSEE RIVER, GENESSEE COUNTY, LONG LAKE ROAD AT I-23, S",River/Stream,"SHIAWASSEE RIVER, GENESSEE COUNTY, LONG LAKE ROAD AT I-23, SECTION 23",04080203
-83.801982,42.8157231,"SHIAWASSEE RIVER, GENESSEE COUNTY, HOGAN, SECTION 19",,,,,,-1,-1,-1,,,Michigan Department of Environmental Quality,21MICH,21MICH-250462,"SHIAWASSEE RIVER, GENESSEE COUNTY, HOGAN, SECTION 19",River/Stream,"SHIAWASSEE RIVER, GENESSEE COUNTY, HOGAN, SECTION 19",04080203
-83.8353892,42.8116835,"SHIAWASSEE RIVER, GENESSEE COUNTY, COLE ROAD, SECTION 23",,,,,,-1,-1,-1,,,Michigan Department of Environmental Quality,21MICH,21MICH-250463,"SHIAWASSEE RIVER, GENESSEE COUNTY, COLE ROAD, SECTION 23",River/Stream,"SHIAWASSEE RIVER, GENESSEE COUNTY, COLE ROAD, SECTION 23",04080203
-83.919266,42.8164383,"SHIAWASSEE RIVER, GENESSEE COUNTY, NEXT TO SILVER LAKE ROAD.",,,,,,-1,-1,-1,,,Michigan Department of Environmental Quality,21MICH,21MICH-250464,"SHIAWASSEE RIVER, GENESSEE COUNTY, NEXT TO SILVER LAKE ROAD.",River/Stream,"SHIAWASSEE RIVER, GENESSEE COUNTY, NEXT TO SILVER LAKE ROAD., SECTION 19",04080203
-83.8672676,43.1915336,"FLINT RIVER AT RAGNONE WWTP OUTFALL, SEC 15",,,,,,-1,-1,-1,,,Michigan Department of Environmental Quality,21MICH,21MICH-250465,"FLINT RIVER AT RAGNONE WWTP OUTFALL, SEC 15",River/Stream,"FLINT RIVER AT RAGNONE WWTP OUTFALL, SEC 15",04080204
-83.5182758,43.1130036,"FLINT RIVER AT M-15, SEC 10",,,,,,-1,-1,-1,,,Michigan Department of Environmental Quality,21MICH,21MICH-250466,"FLINT RIVER AT M-15, SEC 10",River/Stream,"FLINT RIVER AT M-15, SEC 10",04080204
-83.7945851,43.1629037,"BRENT RUN AT WEBSTER ROAD, SEC 29",,,,,,-1,-1,-1,,,Michigan Department of Environmental Quality,21MICH,21MICH-250467,"BRENT RUN AT WEBSTER ROAD, SEC 29",River/Stream,"BRENT RUN AT WEBSTER ROAD, SEC 29",04080204
-83.7329831,43.1046039,"BRENT RUN AT STANLEY ROAD, SEC 14",,,,,,-1,-1,-1,,,Michigan Department of Environmental Quality,21MICH,21MICH-250468,"BRENT RUN AT STANLEY ROAD, SEC 14",River/Stream,"BRENT RUN AT STANLEY ROAD, SEC 14",04080204
-83.8528873,43.0478044,"COLE CREEK AT MCKINLEY ROAD, SECTION 35",,,,,,-1,-1,-1,,,Michigan Department of Environmental Quality,21MICH,21MICH-250469,"COLE CREEK AT MCKINLEY ROAD, SECTION 35",River/Stream,"COLE CREEK AT MCKINLEY ROAD, SECTION 35",04080204
-83.8231863,43.0459044,"MUD CREEK AT POTTER ROAD, SECTION 01",,,,,,-1,-1,-1,,,Michigan Department of Environmental Quality,21MICH,21MICH-250470,"MUD CREEK AT POTTER ROAD, SECTION 01",River/Stream,"MUD CREEK AT POTTER ROAD, SECTION 01",04080204
-83.7384235,42.9855746,"SWARTZ CREEK AT MILLER ROAD AND US-23, SEC 27",,,,,,-1,-1,-1,,,Michigan Department of Environmental Quality,21MICH,21MICH-250471,"SWARTZ CREEK AT MILLER ROAD AND US-23, SEC 27",River/Stream,"SWARTZ CREEK AT MILLER ROAD AND US-23, SEC 27",04080204
-83.7204831,42.914905,"SWARTZ CREEK AT GRAND BLANC ROAD, SECTION 23",,,,,,-1,-1,-1,,,Michigan Department of Environmental Quality,21MICH,21MICH-250472,"SWARTZ CREEK AT GRAND BLANC ROAD, SECTION 23",River/Stream,"SWARTZ CREEK AT GRAND BLANC ROAD, SECTION 23",04080204
-83.5357768,42.888905,"THREAD CREEK AT BALDWIN ROAD, SEC 32",,,,,,-1,-1,-1,,,Michigan Department of Environmental Quality,21MICH,21MICH-250473,"THREAD CREEK AT BALDWIN ROAD, SEC 32",River/Stream,"THREAD CREEK AT BALDWIN ROAD, SEC 32",04080204
-83.6140692,43.0191843,"GILKEY CREEK AT EAST COURT STREET, SECTION 08",,,,,,-1,-1,-1,,,Michigan Department of Environmental Quality,21MICH,21MICH-250474,"GILKEY CREEK AT EAST COURT STREET, SECTION 08",River/Stream,"GILKEY CREEK AT EAST COURT STREET, SECTION 08",04080204
